"","mProtein","Motif","Domain","dProtein"
"436","Q8IZD9","LIG_SH3_2","PF14604","P16333"
"437","Q8IZD9","LIG_SH3_2","PF00018","P16333"
"438","Q8N9N5","LIG_ULM_U2AF65_1","PF00076","Q93062"
"439","Q8NA54","LIG_Dynein_DLC8_1","PF01221","P63167"
"440","Q8NBZ0","TRG_NLS_MonoCore_2","PF00514","P52292"
"441","Q8NBZ0","TRG_NLS_MonoExtN_4","PF00514","P52292"
"442","Q8NBZ0","TRG_NLS_MonoExtC_3","PF00514","P52292"
"443","Q8NEC5","LIG_ULM_U2AF65_1","PF00076","P31943"
"444","Q8TAA9","LIG_PDZ_Class_1","PF00595","P26045"
"445","Q8TB24","LIG_SH3_2","PF14604","P16333"
"446","Q8TB24","LIG_SH3_2","PF00018","P16333"
"447","Q8TBC3","LIG_PDZ_Class_1","PF00595","P26045"
"448","Q8TD19","LIG_Dynein_DLC8_1","PF01221","P63167"
"449","Q90VU7","LIG_SH3_2","PF14604","P16333"
"450","Q90VU7","LIG_SH3_2","PF00018","P16333"
"451","Q92688","TRG_NLS_MonoExtN_4","PF00514","O60684"
"452","Q92688","TRG_NLS_MonoCore_2","PF00514","O60684"
"453","Q92688","TRG_NLS_MonoExtC_3","PF00514","O60684"
"454","Q92688","TRG_NLS_MonoCore_2","PF00514","P52294"
"455","Q92688","TRG_NLS_MonoExtC_3","PF00514","P52294"
"456","Q92688","TRG_NLS_MonoExtN_4","PF00514","P52294"
"457","Q92918","LIG_SH3_2","PF14604","P16333"
"458","Q92918","LIG_SH3_2","PF00018","P16333"
"459","Q92988","LIG_SH3_2","PF14604","P16333"
"460","Q92988","LIG_SH3_2","PF00018","P16333"
"461","Q92988","LIG_SH3_1","PF00018","P16333"
"462","Q92988","LIG_SH3_3","PF00018","P16333"
"463","Q92993","TRG_NLS_MonoExtN_4","PF00514","O00629"
"464","Q92993","TRG_NLS_MonoExtC_3","PF00514","O00629"
"465","Q92993","TRG_NLS_MonoCore_2","PF00514","O00629"
"466","Q92993","TRG_NLS_MonoExtN_4","PF00514","O60684"
"467","Q92993","TRG_NLS_MonoCore_2","PF00514","O60684"
"468","Q92993","TRG_NLS_MonoExtC_3","PF00514","O60684"
"469","Q96GG9","LIG_PDZ_Class_1","PF00595","Q14160"
"470","Q96HA1","LIG_ULM_U2AF65_1","PF00076","Q93062"
"471","Q96JN0","LIG_CtBP_PxDLS_1","PF00389","P56545"
"472","Q96K76","DEG_SCF_TRCP1_1","PF00400","Q9UKB1"
"473","Q96K80","LIG_ULM_U2AF65_1","PF00076","Q93062"
"474","Q96KB5","LIG_PDZ_Class_1","PF00595","Q12959"
"475","Q96LC9","LIG_Dynein_DLC8_1","PF01221","P63167"
"476","Q96PE1","LIG_PDZ_Class_1","PF00595","Q12959"
"477","Q96T58","LIG_SH3_2","PF00018","P16333"
"478","Q96T58","LIG_SH3_2","PF14604","P16333"
"479","Q99259","LIG_SH3_1","PF00018","P16333"
"480","Q99259","LIG_SH3_2","PF00018","P16333"
"481","Q99259","LIG_SH3_2","PF14604","P16333"
"482","Q99259","LIG_SH3_3","PF00018","P16333"
"483","Q99459","LIG_ULM_U2AF65_1","PF00076","P31943"
"484","Q99569","LIG_PDZ_Class_1","PF00595","Q14160"
"485","Q99836","DOC_USP7_MATH_1","PF00917","O43791"
"486","Q99836","DEG_SPOP_SBC_1","PF00917","O43791"
"487","Q9BQ89","LIG_SH3_2","PF14604","P16333"
"488","Q9BQ89","LIG_SH3_2","PF00018","P16333"
"489","Q9BUI4","TRG_NLS_MonoExtC_3","PF00514","O60684"
"490","Q9BUI4","TRG_NLS_MonoExtN_4","PF00514","O60684"
"491","Q9BUI4","TRG_NLS_MonoExtN_4","PF00514","P52294"
"492","Q9BUI4","TRG_NLS_MonoExtC_3","PF00514","P52294"
"493","Q9BVN2","LIG_ULM_U2AF65_1","PF00076","Q93062"
"494","Q9BWG6","LIG_PROFILIN_1","","Q8NHQ1"
"495","Q9C026","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"496","Q9C0D5","LIG_PDZ_Class_3","PF00595","Q12959"
"497","Q9C0D5","LIG_PDZ_Class_1","PF00595","Q12959"
"498","Q9C0D5","LIG_PDZ_Class_3","PF00595","Q14160"
"499","Q9C0D5","LIG_PDZ_Class_1","PF00595","Q14160"
"500","Q9GZV5","LIG_PDZ_Class_1","PF00595","Q14160"
"501","Q9H222","LIG_SH3_2","PF14604","P16333"
"502","Q9H222","LIG_SH3_2","PF00018","P16333"
"503","Q9H8V3","LIG_SH3_1","PF00018","P16333"
"504","Q9H8V3","LIG_SH3_2","PF14604","P16333"
"505","Q9H8V3","LIG_SH3_3","PF00018","P16333"
"506","Q9H8V3","LIG_SH3_2","PF00018","P16333"
"507","Q9H9L3","LIG_SH3_2","PF00018","P16333"
"508","Q9H9L3","LIG_SH3_2","PF14604","P16333"
"509","Q9HAN9","TRG_NLS_MonoCore_2","PF00514","O60684"
"510","Q9HAN9","TRG_NLS_MonoExtN_4","PF00514","O60684"
"511","Q9HAN9","TRG_NLS_MonoExtC_3","PF00514","O60684"
"512","Q9HAN9","TRG_NLS_MonoExtC_3","PF00514","P52292"
"513","Q9HAN9","TRG_NLS_MonoCore_2","PF00514","P52292"
"514","Q9HAN9","TRG_NLS_MonoExtN_4","PF00514","P52292"
"515","Q9HB19","LIG_PDZ_Class_1","PF00595","O14908"
"516","Q9HB19","LIG_PDZ_Class_1","PF00595","Q8TBB1"
"517","Q9NP66","TRG_NLS_MonoCore_2","PF00514","P52292"
"518","Q9NP66","TRG_NLS_MonoExtC_3","PF00514","P52292"
"519","Q9NP66","TRG_NLS_MonoExtN_4","PF00514","P52292"
"520","Q9NQ66","LIG_CtBP_PxDLS_1","PF00389","P56545"
"521","Q9NQ76","LIG_SH3_2","PF00018","P16333"
"522","Q9NQ76","LIG_SH3_3","PF00018","P16333"
"523","Q9NQ76","LIG_SH3_2","PF14604","P16333"
"524","Q9NQ76","LIG_SH3_1","PF00018","P16333"
"525","Q9NQ86","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"526","Q9NQ87","LIG_ULM_U2AF65_1","PF00076","Q93062"
"527","Q9NQ90","LIG_PDZ_Class_1","PF00595","Q12959"
"528","Q9NS75","LIG_PDZ_Class_1","PF00595","Q14160"
"529","Q9NTX7","LIG_PDZ_Class_1","PF00595","Q12959"
"530","Q9NVP4","LIG_Dynein_DLC8_1","PF01221","P63167"
"531","Q9NYQ7","LIG_SH3_2","PF14604","P16333"
"532","Q9NYQ7","LIG_SH3_2","PF00018","P16333"
"533","Q9NZV5","LIG_SH3_3","PF00018","P16333"
"534","Q9NZV5","LIG_SH3_2","PF00018","P16333"
"535","Q9NZV5","LIG_SH3_1","PF00018","P16333"
"536","Q9NZV5","LIG_SH3_2","PF14604","P16333"
"537","Q9P0K1","LIG_PDZ_Class_1","PF00595","Q14160"
"538","Q9P2Z0","LIG_Dynein_DLC8_1","PF01221","P63167"
"539","Q9QNP8","LIG_PDZ_Class_1","PF00595","Q12959"
"540","Q9UBP5","LIG_ULM_U2AF65_1","PF00076","Q93062"
"541","Q9UDY2","LIG_PDZ_Class_1","PF00595","Q14160"
"542","Q9UER7","DOC_USP7_MATH_1","PF00917","O43791"
"543","Q9UER7","DEG_SPOP_SBC_1","PF00917","O43791"
"544","Q9UKS7","LIG_CtBP_PxDLS_1","PF00389","P56545"
"545","Q9UKX7","TRG_NLS_MonoCore_2","PF00514","P52292"
"546","Q9UKX7","TRG_NLS_MonoExtC_3","PF00514","P52292"
"547","Q9UKX7","TRG_NLS_MonoExtN_4","PF00514","P52292"
"548","Q9UKX7","TRG_NLS_MonoExtC_3","PF00514","P52294"
"549","Q9UKX7","TRG_NLS_MonoExtN_4","PF00514","P52294"
"550","Q9UKX7","TRG_NLS_MonoCore_2","PF00514","P52294"
"551","Q9ULD4","LIG_SH3_2","PF00018","P16333"
"552","Q9ULD4","LIG_SH3_2","PF14604","P16333"
"553","Q9ULH1","LIG_SH3_2","PF00018","P16333"
"554","Q9ULH1","LIG_SH3_2","PF14604","P16333"
"555","Q9ULK5","LIG_PDZ_Class_3","PF00595","Q12959"
"556","Q9ULK5","LIG_PDZ_Class_1","PF00595","Q12959"
"557","Q9ULW0","LIG_SH3_2","PF14604","P16333"
"558","Q9ULW0","LIG_SH3_2","PF00018","P16333"
"559","Q9UMN6","LIG_SH3_2","PF00018","P16333"
"560","Q9UMN6","LIG_SH3_2","PF14604","P16333"
"561","Q9UMN6","LIG_SH3_3","PF00018","P16333"
"562","Q9UMN6","LIG_SH3_1","PF00018","P16333"
"563","Q9UPX8","LIG_SH3_2","PF00018","P16333"
"564","Q9UPX8","LIG_SH3_1","PF00018","P16333"
"565","Q9UPX8","LIG_SH3_3","PF00018","P16333"
"566","Q9UPX8","LIG_SH3_2","PF14604","P16333"
"567","Q9UQ26","LIG_SH3_2","PF00018","P16333"
"568","Q9UQ26","LIG_SH3_2","PF14604","P16333"
"569","Q9UQB3","LIG_PDZ_Class_1","PF00595","Q12959"
"570","Q9UQB3","LIG_PDZ_Class_1","PF00595","Q14160"
"571","Q9WH13","LIG_PDZ_Class_1","PF00595","Q12959"
"572","Q9Y247","TRG_NLS_MonoExtN_4","PF00514","O00629"
"573","Q9Y247","TRG_NLS_MonoExtC_3","PF00514","O00629"
"574","Q9Y2J4","LIG_Dynein_DLC8_1","PF01221","P63167"
"575","Q9Y2T1","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"576","Q9Y4K4","LIG_SH3_2","PF00018","P16333"
"577","Q9Y4K4","LIG_SH3_2","PF14604","P16333"
"578","Q9Y5P3","LIG_CtBP_PxDLS_1","PF00389","P56545"
"579","Q9Y5V3","LIG_ULM_U2AF65_1","PF00076","Q93062"
"580","Q9Y6Q9","DOC_USP7_MATH_1","PF00917","O43791"
"581","Q9Y6Q9","DEG_SPOP_SBC_1","PF00917","O43791"
"582","X5D778","TRG_NLS_MonoExtN_4","PF00514","O60684"
