"","mProtein","Motif","Domain","dProtein"
"1544","Q5W0Q7","DOC_MAPK_gen_1","PF00069","Q99986"
"1545","Q5W0Q7","DOC_MAPK_gen_1","PF00069","P45984"
"1546","Q5W0Q7","DOC_MAPK_gen_1","PF00069","O15111"
"1547","P63010","DOC_MAPK_gen_1","PF00069","Q99986"
"1548","P63010","DOC_MAPK_gen_1","PF00069","P45984"
"1549","P63010","DOC_MAPK_gen_1","PF00069","O15111"
"1550","Q9H2D6","MOD_CK1_1","PF00069","Q99986"
"1551","Q9H2D6","MOD_CK1_1","PF00069","P45984"
"1552","Q9H2D6","MOD_CK1_1","PF00069","O15111"
"1553","O75475","DOC_MAPK_gen_1","PF00069","Q99986"
"1554","O75475","DOC_MAPK_gen_1","PF00069","P45984"
"1555","O75475","DOC_MAPK_gen_1","PF00069","O15111"
"1556","Q14241","MOD_CK2_1","PF00069","Q99986"
"1557","Q14241","MOD_CK2_1","PF00069","P45984"
"1558","Q14241","MOD_CK2_1","PF00069","O15111"
"1559","P08240","MOD_CK1_1","PF00069","Q99986"
"1560","P08240","MOD_CK1_1","PF00069","P45984"
"1561","P08240","MOD_CK1_1","PF00069","O15111"
"1562","P11717","MOD_CK1_1","PF00069","Q99986"
"1563","P11717","MOD_CK1_1","PF00069","P45984"
"1564","P11717","MOD_CK1_1","PF00069","O15111"
"1565","P62753","MOD_LATS_1","PF00069","Q99986"
"1566","P62753","MOD_LATS_1","PF00069","P45984"
"1567","P62753","MOD_LATS_1","PF00069","O15111"
"1568","P86479","DOC_MAPK_gen_1","PF00069","Q99986"
"1569","P86479","DOC_MAPK_gen_1","PF00069","P45984"
"1570","P86479","DOC_MAPK_gen_1","PF00069","O15111"
"1571","P46937","MOD_LATS_1","PF00069","Q99986"
"1572","P46937","MOD_LATS_1","PF00069","P45984"
"1573","P46937","MOD_LATS_1","PF00069","O15111"
"1574","Q12834","MOD_ProDKin_1","PF00069","Q99986"
"1575","Q12834","MOD_ProDKin_1","PF00069","P45984"
"1576","Q12834","MOD_ProDKin_1","PF00069","O15111"
"1577","O14672","MOD_ProDKin_1","PF00069","Q99986"
"1578","O14672","MOD_ProDKin_1","PF00069","P45984"
"1579","O14672","MOD_ProDKin_1","PF00069","O15111"
"1580","Q9Y6C2","MOD_ProDKin_1","PF00069","Q99986"
"1581","Q9Y6C2","MOD_ProDKin_1","PF00069","P45984"
"1582","Q9Y6C2","MOD_ProDKin_1","PF00069","O15111"
"1583","P01106","MOD_PKA_1","PF00069","Q99986"
"1584","P01106","MOD_PKA_1","PF00069","P45984"
"1585","P01106","MOD_PKA_1","PF00069","O15111"
"1586","Q9Y217","MOD_ProDKin_1","PF00069","Q99986"
"1587","Q9Y217","MOD_ProDKin_1","PF00069","P45984"
"1588","Q9Y217","MOD_ProDKin_1","PF00069","O15111"
"1589","Q16763","MOD_ProDKin_1","PF00069","Q99986"
"1590","Q16763","MOD_ProDKin_1","PF00069","P45984"
"1591","Q16763","MOD_ProDKin_1","PF00069","O15111"
"1592","Q8N4P3","MOD_ProDKin_1","PF00069","Q99986"
"1593","Q8N4P3","MOD_ProDKin_1","PF00069","P45984"
"1594","Q8N4P3","MOD_ProDKin_1","PF00069","O15111"
"1595","O95447","MOD_ProDKin_1","PF00069","Q99986"
"1596","O95447","MOD_ProDKin_1","PF00069","P45984"
"1597","O95447","MOD_ProDKin_1","PF00069","O15111"
"1598","O95171","MOD_ProDKin_1","PF00069","Q99986"
"1599","O95171","MOD_ProDKin_1","PF00069","P45984"
"1600","O95171","MOD_ProDKin_1","PF00069","O15111"
"1601","Q8N4L8","MOD_ProDKin_1","PF00069","Q99986"
"1602","Q8N4L8","MOD_ProDKin_1","PF00069","P45984"
"1603","Q8N4L8","MOD_ProDKin_1","PF00069","O15111"
"1604","Q0D2H9","MOD_ProDKin_1","PF00069","Q99986"
"1605","Q0D2H9","MOD_ProDKin_1","PF00069","P45984"
"1606","Q0D2H9","MOD_ProDKin_1","PF00069","O15111"
"1607","P40222","MOD_ProDKin_1","PF00069","Q99986"
"1608","P40222","MOD_ProDKin_1","PF00069","P45984"
"1609","P40222","MOD_ProDKin_1","PF00069","O15111"
"1610","Q2M1V0","MOD_PKA_1","PF00069","Q99986"
"1611","Q2M1V0","MOD_PKA_1","PF00069","P45984"
"1612","Q2M1V0","MOD_PKA_1","PF00069","O15111"
"1613","B4URF7","MOD_PKA_1","PF00069","Q99986"
"1614","B4URF7","MOD_PKA_1","PF00069","P45984"
"1615","B4URF7","MOD_PKA_1","PF00069","O15111"
"1616","Q01860","MOD_PKA_1","PF00069","Q99986"
"1617","Q01860","MOD_PKA_1","PF00069","P45984"
"1618","Q01860","MOD_PKA_1","PF00069","O15111"
"1619","P15336","MOD_PKA_1","PF00069","Q99986"
"1620","P15336","MOD_PKA_1","PF00069","P45984"
"1621","P15336","MOD_PKA_1","PF00069","O15111"
"1622","O96017","MOD_PKA_1","PF00069","Q99986"
"1623","O96017","MOD_PKA_1","PF00069","P45984"
"1624","O96017","MOD_PKA_1","PF00069","O15111"
"1625","P19838","MOD_PKA_1","PF00069","Q99986"
"1626","P19838","MOD_PKA_1","PF00069","P45984"
"1627","P19838","MOD_PKA_1","PF00069","O15111"
"1628","Q96B23","MOD_PKA_1","PF00069","Q99986"
"1629","Q96B23","MOD_PKA_1","PF00069","P45984"
"1630","Q96B23","MOD_PKA_1","PF00069","O15111"
"1631","P03372","MOD_PKA_1","PF00069","Q99986"
"1632","P03372","MOD_PKA_1","PF00069","P45984"
"1633","P03372","MOD_PKA_1","PF00069","O15111"
"1634","Q9H0I2","MOD_PKA_1","PF00069","Q99986"
"1635","Q9H0I2","MOD_PKA_1","PF00069","P45984"
"1636","Q9H0I2","MOD_PKA_1","PF00069","O15111"
"1637","P40692","MOD_PKA_1","PF00069","Q99986"
"1638","P40692","MOD_PKA_1","PF00069","P45984"
"1639","P40692","MOD_PKA_1","PF00069","O15111"
"1640","P03428","MOD_PKA_1","PF00069","Q99986"
"1641","P03428","MOD_PKA_1","PF00069","P45984"
"1642","P03428","MOD_PKA_1","PF00069","O15111"
"1643","Q9UBW7","MOD_PKA_1","PF00069","Q99986"
"1644","Q9UBW7","MOD_PKA_1","PF00069","P45984"
"1645","Q9UBW7","MOD_PKA_1","PF00069","O15111"
"1646","Q53SE7","MOD_PKA_1","PF00069","Q99986"
"1647","Q53SE7","MOD_PKA_1","PF00069","P45984"
"1648","Q53SE7","MOD_PKA_1","PF00069","O15111"
"1649","Q5TAQ9","MOD_PKA_1","PF00069","Q99986"
"1650","Q5TAQ9","MOD_PKA_1","PF00069","P45984"
"1651","Q5TAQ9","MOD_PKA_1","PF00069","O15111"
"1652","O60566","MOD_PKA_1","PF00069","Q99986"
"1653","O60566","MOD_PKA_1","PF00069","P45984"
"1654","O60566","MOD_PKA_1","PF00069","O15111"
"1655","Q9Y5J3","MOD_PKA_1","PF00069","Q99986"
"1656","Q9Y5J3","MOD_PKA_1","PF00069","P45984"
"1657","Q9Y5J3","MOD_PKA_1","PF00069","O15111"
"1658","H9XIJ5","MOD_PKA_1","PF00069","Q99986"
"1659","H9XIJ5","MOD_PKA_1","PF00069","P45984"
"1660","H9XIJ5","MOD_PKA_1","PF00069","O15111"
"1661","Q96HB5","MOD_PKA_1","PF00069","Q99986"
"1662","Q96HB5","MOD_PKA_1","PF00069","P45984"
"1663","Q96HB5","MOD_PKA_1","PF00069","O15111"
"1664","Q9NP66","MOD_PKA_1","PF00069","Q99986"
"1665","Q9NP66","MOD_PKA_1","PF00069","P45984"
"1666","Q9NP66","MOD_PKA_1","PF00069","O15111"
"1667","Q9BUI4","MOD_PKA_1","PF00069","Q99986"
"1668","Q9BUI4","MOD_PKA_1","PF00069","P45984"
"1669","Q9BUI4","MOD_PKA_1","PF00069","O15111"
"1670","Q9HAN9","MOD_PKA_1","PF00069","Q99986"
"1671","Q9HAN9","MOD_PKA_1","PF00069","P45984"
"1672","Q9HAN9","MOD_PKA_1","PF00069","O15111"
"1673","Q96GM5","DOC_MAPK_gen_1","PF00069","Q99986"
"1674","Q96GM5","DOC_MAPK_gen_1","PF00069","P45984"
"1675","Q96GM5","DOC_MAPK_gen_1","PF00069","O15111"
"1676","P13612","MOD_ProDKin_1","PF00069","Q99986"
"1677","P13612","MOD_ProDKin_1","PF00069","P45984"
"1678","P13612","MOD_ProDKin_1","PF00069","O15111"
"1679","Q9C0B5","MOD_CK1_1","PF00069","Q99986"
"1680","Q9C0B5","MOD_CK1_1","PF00069","P45984"
"1681","Q9C0B5","MOD_CK1_1","PF00069","O15111"
"1682","D1LN35","DOC_MAPK_gen_1","PF00069","Q99986"
"1683","D1LN35","DOC_MAPK_gen_1","PF00069","P45984"
"1684","D1LN35","DOC_MAPK_gen_1","PF00069","O15111"
"1685","Q9Y4B4","DOC_MAPK_gen_1","PF00069","Q99986"
"1686","Q9Y4B4","DOC_MAPK_gen_1","PF00069","P45984"
"1687","Q9Y4B4","DOC_MAPK_gen_1","PF00069","O15111"
"1688","Q53ET0","MOD_ProDKin_1","PF00069","Q99986"
"1689","Q53ET0","MOD_ProDKin_1","PF00069","P45984"
"1690","Q53ET0","MOD_ProDKin_1","PF00069","O15111"
"1691","O60566","MOD_ProDKin_1","PF00069","Q99986"
"1692","O60566","MOD_ProDKin_1","PF00069","P45984"
"1693","O60566","MOD_ProDKin_1","PF00069","O15111"
"1694","Q7KZS0","MOD_ProDKin_1","PF00069","Q99986"
"1695","Q7KZS0","MOD_ProDKin_1","PF00069","P45984"
"1696","Q7KZS0","MOD_ProDKin_1","PF00069","O15111"
"1697","Q15637","MOD_PKA_1","PF00069","Q99986"
"1698","Q15637","MOD_PKA_1","PF00069","P45984"
"1699","Q15637","MOD_PKA_1","PF00069","O15111"
"1700","Q9NR56","MOD_PKA_1","PF00069","Q99986"
"1701","Q9NR56","MOD_PKA_1","PF00069","P45984"
"1702","Q9NR56","MOD_PKA_1","PF00069","O15111"
"1703","Q8NEC5","MOD_PKA_1","PF00069","Q99986"
"1704","Q8NEC5","MOD_PKA_1","PF00069","P45984"
"1705","Q8NEC5","MOD_PKA_1","PF00069","O15111"
"1706","Q8IY92","MOD_PKA_1","PF00069","Q99986"
"1707","Q8IY92","MOD_PKA_1","PF00069","P45984"
"1708","Q8IY92","MOD_PKA_1","PF00069","O15111"
"1709","P20700","MOD_PKA_1","PF00069","Q99986"
"1710","P20700","MOD_PKA_1","PF00069","P45984"
"1711","P20700","MOD_PKA_1","PF00069","O15111"
"1712","P20226","MOD_PKA_1","PF00069","Q99986"
"1713","P20226","MOD_PKA_1","PF00069","P45984"
"1714","P20226","MOD_PKA_1","PF00069","O15111"
"1715","Q14687","MOD_PKA_1","PF00069","Q99986"
"1716","Q14687","MOD_PKA_1","PF00069","P45984"
"1717","Q14687","MOD_PKA_1","PF00069","O15111"
"1718","Q13148","MOD_PKA_1","PF00069","Q99986"
"1719","Q13148","MOD_PKA_1","PF00069","P45984"
"1720","Q13148","MOD_PKA_1","PF00069","O15111"
"1721","O75475","MOD_PKA_1","PF00069","Q99986"
"1722","O75475","MOD_PKA_1","PF00069","P45984"
"1723","O75475","MOD_PKA_1","PF00069","O15111"
"1724","Q9BTL3","MOD_PKA_1","PF00069","Q99986"
"1725","Q9BTL3","MOD_PKA_1","PF00069","P45984"
"1726","Q9BTL3","MOD_PKA_1","PF00069","O15111"
"1727","Q9Y4B4","MOD_PKA_1","PF00069","Q99986"
"1728","Q9Y4B4","MOD_PKA_1","PF00069","P45984"
"1729","Q9Y4B4","MOD_PKA_1","PF00069","O15111"
"1730","Q9Y2H1","MOD_PKA_1","PF00069","Q99986"
"1731","Q9Y2H1","MOD_PKA_1","PF00069","P45984"
"1732","Q9Y2H1","MOD_PKA_1","PF00069","O15111"
"1733","P11473","MOD_PKA_1","PF00069","Q99986"
"1734","P11473","MOD_PKA_1","PF00069","P45984"
"1735","P11473","MOD_PKA_1","PF00069","O15111"
"1736","Q1K9H5","MOD_PKA_1","PF00069","Q99986"
"1737","Q1K9H5","MOD_PKA_1","PF00069","P45984"
"1738","Q1K9H5","MOD_PKA_1","PF00069","O15111"
"1739","Q5W0Q7","MOD_PKA_1","PF00069","Q99986"
"1740","Q5W0Q7","MOD_PKA_1","PF00069","P45984"
"1741","Q5W0Q7","MOD_PKA_1","PF00069","O15111"
"1742","Q00987","MOD_PKB_1","PF00069","Q99986"
"1743","Q00987","MOD_PKB_1","PF00069","P45984"
"1744","Q00987","MOD_PKB_1","PF00069","O15111"
"1745","P17844","MOD_PKA_1","PF00069","Q99986"
"1746","P17844","MOD_PKA_1","PF00069","P45984"
"1747","P17844","MOD_PKA_1","PF00069","O15111"
"1748","P20265","MOD_PKA_1","PF00069","Q99986"
"1749","P20265","MOD_PKA_1","PF00069","P45984"
"1750","P20265","MOD_PKA_1","PF00069","O15111"
"1751","Q14839","MOD_PKA_1","PF00069","Q99986"
"1752","Q14839","MOD_PKA_1","PF00069","P45984"
"1753","Q14839","MOD_PKA_1","PF00069","O15111"
"1754","Q5TAP6","MOD_CK2_1","PF00069","Q99986"
"1755","Q5TAP6","MOD_CK2_1","PF00069","P45984"
"1756","Q5TAP6","MOD_CK2_1","PF00069","O15111"
"1757","Q13136","MOD_CK2_1","PF00069","Q99986"
"1758","Q13136","MOD_CK2_1","PF00069","P45984"
"1759","Q13136","MOD_CK2_1","PF00069","O15111"
"1760","Q86VK4","MOD_CK2_1","PF00069","Q99986"
"1761","Q86VK4","MOD_CK2_1","PF00069","P45984"
"1762","Q86VK4","MOD_CK2_1","PF00069","O15111"
"1763","Q5JTV8","MOD_GSK3_1","PF00069","Q99986"
"1764","Q5JTV8","MOD_GSK3_1","PF00069","P45984"
"1765","Q5JTV8","MOD_GSK3_1","PF00069","O15111"
"1766","P06422","MOD_ProDKin_1","PF00069","Q99986"
"1767","P06422","MOD_ProDKin_1","PF00069","P45984"
"1768","P06422","MOD_ProDKin_1","PF00069","O15111"
"1769","P10745","MOD_ProDKin_1","PF00069","Q99986"
"1770","P10745","MOD_ProDKin_1","PF00069","P45984"
"1771","P10745","MOD_ProDKin_1","PF00069","O15111"
"1772","Q14257","MOD_CK2_1","PF00069","Q99986"
"1773","Q14257","MOD_CK2_1","PF00069","P45984"
"1774","Q14257","MOD_CK2_1","PF00069","O15111"
"1775","P03255-2","MOD_PKA_2","PF00069","Q99986"
"1776","P03255-2","MOD_PKA_2","PF00069","P45984"
"1777","P03255-2","MOD_PKA_2","PF00069","O15111"
"1778","Q14011","MOD_PKB_1","PF00069","Q99986"
"1779","Q14011","MOD_PKB_1","PF00069","P45984"
"1780","Q14011","MOD_PKB_1","PF00069","O15111"
"1781","Q6PI77","MOD_ProDKin_1","PF00069","Q99986"
"1782","Q6PI77","MOD_ProDKin_1","PF00069","P45984"
"1783","Q6PI77","MOD_ProDKin_1","PF00069","O15111"
"1784","Q96PV4","MOD_PKB_1","PF00069","Q99986"
"1785","Q96PV4","MOD_PKB_1","PF00069","P45984"
"1786","Q96PV4","MOD_PKB_1","PF00069","O15111"
"1787","Q9GZT9","MOD_CK2_1","PF00069","Q99986"
"1788","Q9GZT9","MOD_CK2_1","PF00069","P45984"
"1789","Q9GZT9","MOD_CK2_1","PF00069","O15111"
"1790","Q92793","MOD_ProDKin_1","PF00069","Q99986"
"1791","Q92793","MOD_ProDKin_1","PF00069","P45984"
"1792","Q92793","MOD_ProDKin_1","PF00069","O15111"
"1793","O94888","MOD_PKA_1","PF00069","Q99986"
"1794","O94888","MOD_PKA_1","PF00069","P45984"
"1795","O94888","MOD_PKA_1","PF00069","O15111"
"1796","Q9UM13","MOD_ProDKin_1","PF00069","Q99986"
"1797","Q9UM13","MOD_ProDKin_1","PF00069","P45984"
"1798","Q9UM13","MOD_ProDKin_1","PF00069","O15111"
"1799","Q96ST3","MOD_PKA_1","PF00069","Q99986"
"1800","Q96ST3","MOD_PKA_1","PF00069","P45984"
"1801","Q96ST3","MOD_PKA_1","PF00069","O15111"
"1802","F5HE15","DOC_MAPK_gen_1","PF00069","Q99986"
"1803","F5HE15","DOC_MAPK_gen_1","PF00069","P45984"
"1804","F5HE15","DOC_MAPK_gen_1","PF00069","O15111"
"1805","Q8TAB5","MOD_ProDKin_1","PF00069","Q99986"
"1806","Q8TAB5","MOD_ProDKin_1","PF00069","P45984"
"1807","Q8TAB5","MOD_ProDKin_1","PF00069","O15111"
"1808","P18031","MOD_ProDKin_1","PF00069","Q99986"
"1809","P18031","MOD_ProDKin_1","PF00069","P45984"
"1810","P18031","MOD_ProDKin_1","PF00069","O15111"
"1811","O92837","MOD_PKA_1","PF00069","Q99986"
"1812","O92837","MOD_PKA_1","PF00069","P45984"
"1813","O92837","MOD_PKA_1","PF00069","O15111"
"1814","P50613","MOD_PKA_1","PF00069","Q99986"
"1815","P50613","MOD_PKA_1","PF00069","P45984"
"1816","P50613","MOD_PKA_1","PF00069","O15111"
"1817","C5E527","MOD_PKA_1","PF00069","Q99986"
"1818","C5E527","MOD_PKA_1","PF00069","P45984"
"1819","C5E527","MOD_PKA_1","PF00069","O15111"
"1820","Q9UH99","MOD_PKA_1","PF00069","Q99986"
"1821","Q9UH99","MOD_PKA_1","PF00069","P45984"
"1822","Q9UH99","MOD_PKA_1","PF00069","O15111"
"1823","Q96N21","MOD_ProDKin_1","PF00069","Q99986"
"1824","Q96N21","MOD_ProDKin_1","PF00069","P45984"
"1825","Q96N21","MOD_ProDKin_1","PF00069","O15111"
"1826","P56693","MOD_ProDKin_1","PF00069","Q99986"
"1827","P56693","MOD_ProDKin_1","PF00069","P45984"
"1828","P56693","MOD_ProDKin_1","PF00069","O15111"
"1829","P78423","MOD_ProDKin_1","PF00069","Q99986"
"1830","P78423","MOD_ProDKin_1","PF00069","P45984"
"1831","P78423","MOD_ProDKin_1","PF00069","O15111"
"1832","Q9H4L4","MOD_PKA_1","PF00069","Q99986"
"1833","Q9H4L4","MOD_PKA_1","PF00069","P45984"
"1834","Q9H4L4","MOD_PKA_1","PF00069","O15111"
"1835","Q9C0B5","MOD_GSK3_1","PF00069","Q99986"
"1836","Q9C0B5","MOD_GSK3_1","PF00069","P45984"
"1837","Q9C0B5","MOD_GSK3_1","PF00069","O15111"
"1838","P03427","MOD_GSK3_1","PF00069","Q99986"
"1839","P03427","MOD_GSK3_1","PF00069","P45984"
"1840","P03427","MOD_GSK3_1","PF00069","O15111"
"1841","P46063","MOD_PKA_1","PF00069","Q99986"
"1842","P46063","MOD_PKA_1","PF00069","P45984"
"1843","P46063","MOD_PKA_1","PF00069","O15111"
"1844","Q9H4L4","MOD_LATS_1","PF00069","Q99986"
"1845","Q9H4L4","MOD_LATS_1","PF00069","P45984"
"1846","Q9H4L4","MOD_LATS_1","PF00069","O15111"
"1847","P16220","MOD_PKA_1","PF00069","Q99986"
"1848","P16220","MOD_PKA_1","PF00069","P45984"
"1849","P16220","MOD_PKA_1","PF00069","O15111"
"1850","O12161","MOD_PKA_1","PF00069","Q99986"
"1851","O12161","MOD_PKA_1","PF00069","P45984"
"1852","O12161","MOD_PKA_1","PF00069","O15111"
"1853","O60934","MOD_PKA_1","PF00069","Q99986"
"1854","O60934","MOD_PKA_1","PF00069","P45984"
"1855","O60934","MOD_PKA_1","PF00069","O15111"
"1856","Q15742","MOD_ProDKin_1","PF00069","Q99986"
"1857","Q15742","MOD_ProDKin_1","PF00069","P45984"
"1858","Q15742","MOD_ProDKin_1","PF00069","O15111"
"1859","P13682","MOD_CK2_1","PF00069","Q99986"
"1860","P13682","MOD_CK2_1","PF00069","P45984"
"1861","P13682","MOD_CK2_1","PF00069","O15111"
"1862","Q96GN5","MOD_CK2_1","PF00069","Q99986"
"1863","Q96GN5","MOD_CK2_1","PF00069","P45984"
"1864","Q96GN5","MOD_CK2_1","PF00069","O15111"
"1865","Q9BU76","MOD_CK2_1","PF00069","Q99986"
"1866","Q9BU76","MOD_CK2_1","PF00069","P45984"
"1867","Q9BU76","MOD_CK2_1","PF00069","O15111"
"1868","Q9NU19","MOD_CK2_1","PF00069","Q99986"
"1869","Q9NU19","MOD_CK2_1","PF00069","P45984"
"1870","Q9NU19","MOD_CK2_1","PF00069","O15111"
"1871","Q53F19","MOD_PKA_1","PF00069","Q99986"
"1872","Q53F19","MOD_PKA_1","PF00069","P45984"
"1873","Q53F19","MOD_PKA_1","PF00069","O15111"
"1874","P11717","MOD_GSK3_1","PF00069","Q99986"
"1875","P11717","MOD_GSK3_1","PF00069","P45984"
"1876","P11717","MOD_GSK3_1","PF00069","O15111"
"1877","Q9UHR4","MOD_GSK3_1","PF00069","Q99986"
"1878","Q9UHR4","MOD_GSK3_1","PF00069","P45984"
"1879","Q9UHR4","MOD_GSK3_1","PF00069","O15111"
"1880","O43493","MOD_ProDKin_1","PF00069","Q99986"
"1881","O43493","MOD_ProDKin_1","PF00069","P45984"
"1882","O43493","MOD_ProDKin_1","PF00069","O15111"
"1883","O14746","MOD_PKA_1","PF00069","Q99986"
"1884","O14746","MOD_PKA_1","PF00069","P45984"
"1885","O14746","MOD_PKA_1","PF00069","O15111"
"1886","O36551","MOD_CK2_1","PF00069","Q99986"
"1887","O36551","MOD_CK2_1","PF00069","P45984"
"1888","O36551","MOD_CK2_1","PF00069","O15111"
"1889","Q68CQ4","MOD_CK2_1","PF00069","Q99986"
"1890","Q68CQ4","MOD_CK2_1","PF00069","P45984"
"1891","Q68CQ4","MOD_CK2_1","PF00069","O15111"
"1892","O14503","MOD_PKA_1","PF00069","Q99986"
"1893","O14503","MOD_PKA_1","PF00069","P45984"
"1894","O14503","MOD_PKA_1","PF00069","O15111"
"1895","Q8IZL8","MOD_LATS_1","PF00069","Q99986"
"1896","Q8IZL8","MOD_LATS_1","PF00069","P45984"
"1897","Q8IZL8","MOD_LATS_1","PF00069","O15111"
"1898","B1Q2W9","MOD_PKA_1","PF00069","Q99986"
"1899","B1Q2W9","MOD_PKA_1","PF00069","P45984"
"1900","B1Q2W9","MOD_PKA_1","PF00069","O15111"
"1901","Q01167","MOD_PKA_1","PF00069","Q99986"
"1902","Q01167","MOD_PKA_1","PF00069","P45984"
"1903","Q01167","MOD_PKA_1","PF00069","O15111"
"1904","Q86VM9","MOD_LATS_1","PF00069","Q99986"
"1905","Q86VM9","MOD_LATS_1","PF00069","P45984"
"1906","Q86VM9","MOD_LATS_1","PF00069","O15111"
"1907","P08240","MOD_GSK3_1","PF00069","Q99986"
"1908","P08240","MOD_GSK3_1","PF00069","P45984"
"1909","P08240","MOD_GSK3_1","PF00069","O15111"
"1910","P02751","MOD_ProDKin_1","PF00069","Q99986"
"1911","P02751","MOD_ProDKin_1","PF00069","P45984"
"1912","P02751","MOD_ProDKin_1","PF00069","O15111"
"1913","Q9UQB8","MOD_GSK3_1","PF00069","Q99986"
"1914","Q9UQB8","MOD_GSK3_1","PF00069","P45984"
"1915","Q9UQB8","MOD_GSK3_1","PF00069","O15111"
"1916","Q9H2D6","MOD_GSK3_1","PF00069","Q99986"
"1917","Q9H2D6","MOD_GSK3_1","PF00069","P45984"
"1918","Q9H2D6","MOD_GSK3_1","PF00069","O15111"
"1919","Q9P0K7","MOD_GSK3_1","PF00069","Q99986"
"1920","Q9P0K7","MOD_GSK3_1","PF00069","P45984"
"1921","Q9P0K7","MOD_GSK3_1","PF00069","O15111"
"1922","Q92993","MOD_PKA_1","PF00069","Q99986"
"1923","Q92993","MOD_PKA_1","PF00069","P45984"
"1924","Q92993","MOD_PKA_1","PF00069","O15111"
"1925","Q8WXE1","LIG_ULM_U2AF65_1","PF00076","Q86U06"
"1926","Q8WXE1","LIG_ULM_U2AF65_1","PF00076","P55884"
"1927","Q8WXE1","LIG_ULM_U2AF65_1","PF00076","P26599"
"1928","Q8WXE1","LIG_ULM_U2AF65_1","PF00076","Q93062"
"1929","Q8WXE1","LIG_ULM_U2AF65_1","PF00076","P31943"
"1930","Q09472","LIG_ULM_U2AF65_1","PF00076","Q86U06"
"1931","Q09472","LIG_ULM_U2AF65_1","PF00076","P55884"
"1932","Q09472","LIG_ULM_U2AF65_1","PF00076","P26599"
"1933","Q09472","LIG_ULM_U2AF65_1","PF00076","Q93062"
"1934","Q09472","LIG_ULM_U2AF65_1","PF00076","P31943"
"1935","O14770","LIG_ULM_U2AF65_1","PF00076","Q86U06"
"1936","O14770","LIG_ULM_U2AF65_1","PF00076","P55884"
"1937","O14770","LIG_ULM_U2AF65_1","PF00076","P26599"
"1938","O14770","LIG_ULM_U2AF65_1","PF00076","Q93062"
"1939","O14770","LIG_ULM_U2AF65_1","PF00076","P31943"
"1940","O75360","LIG_ULM_U2AF65_1","PF00076","Q86U06"
"1941","O75360","LIG_ULM_U2AF65_1","PF00076","P55884"
"1942","O75360","LIG_ULM_U2AF65_1","PF00076","P26599"
"1943","O75360","LIG_ULM_U2AF65_1","PF00076","Q93062"
"1944","O75360","LIG_ULM_U2AF65_1","PF00076","P31943"
"1945","O95231","LIG_ULM_U2AF65_1","PF00076","Q86U06"
"1946","O95231","LIG_ULM_U2AF65_1","PF00076","P55884"
"1947","O95231","LIG_ULM_U2AF65_1","PF00076","P26599"
"1948","O95231","LIG_ULM_U2AF65_1","PF00076","Q93062"
"1949","O95231","LIG_ULM_U2AF65_1","PF00076","P31943"
"1950","Q8WXI9","LIG_ULM_U2AF65_1","PF00076","Q86U06"
"1951","Q8WXI9","LIG_ULM_U2AF65_1","PF00076","P55884"
"1952","Q8WXI9","LIG_ULM_U2AF65_1","PF00076","P26599"
"1953","Q8WXI9","LIG_ULM_U2AF65_1","PF00076","Q93062"
"1954","Q8WXI9","LIG_ULM_U2AF65_1","PF00076","P31943"
"1955","Q9Y5J3","LIG_ULM_U2AF65_1","PF00076","Q86U06"
"1956","Q9Y5J3","LIG_ULM_U2AF65_1","PF00076","P55884"
"1957","Q9Y5J3","LIG_ULM_U2AF65_1","PF00076","P26599"
"1958","Q9Y5J3","LIG_ULM_U2AF65_1","PF00076","Q93062"
"1959","Q9Y5J3","LIG_ULM_U2AF65_1","PF00076","P31943"
"1960","Q99459","LIG_ULM_U2AF65_1","PF00076","Q86U06"
"1961","Q99459","LIG_ULM_U2AF65_1","PF00076","P55884"
"1962","Q99459","LIG_ULM_U2AF65_1","PF00076","P26599"
"1963","Q99459","LIG_ULM_U2AF65_1","PF00076","Q93062"
"1964","Q99459","LIG_ULM_U2AF65_1","PF00076","P31943"
"1965","Q9NPI1","LIG_ULM_U2AF65_1","PF00076","Q86U06"
"1966","Q9NPI1","LIG_ULM_U2AF65_1","PF00076","P55884"
"1967","Q9NPI1","LIG_ULM_U2AF65_1","PF00076","P26599"
"1968","Q9NPI1","LIG_ULM_U2AF65_1","PF00076","Q93062"
"1969","Q9NPI1","LIG_ULM_U2AF65_1","PF00076","P31943"
"1970","P31345","LIG_ULM_U2AF65_1","PF00076","Q86U06"
"1971","P31345","LIG_ULM_U2AF65_1","PF00076","P55884"
"1972","P31345","LIG_ULM_U2AF65_1","PF00076","P26599"
"1973","P31345","LIG_ULM_U2AF65_1","PF00076","Q93062"
"1974","P31345","LIG_ULM_U2AF65_1","PF00076","P31943"
"1975","Q67296","LIG_ULM_U2AF65_1","PF00076","Q86U06"
"1976","Q67296","LIG_ULM_U2AF65_1","PF00076","P55884"
"1977","Q67296","LIG_ULM_U2AF65_1","PF00076","P26599"
"1978","Q67296","LIG_ULM_U2AF65_1","PF00076","Q93062"
"1979","Q67296","LIG_ULM_U2AF65_1","PF00076","P31943"
"1980","F5HE15","LIG_ULM_U2AF65_1","PF00076","Q86U06"
"1981","F5HE15","LIG_ULM_U2AF65_1","PF00076","P55884"
"1982","F5HE15","LIG_ULM_U2AF65_1","PF00076","P26599"
"1983","F5HE15","LIG_ULM_U2AF65_1","PF00076","Q93062"
