"","mProtein","Motif","Domain","dProtein"
"424","Q9NVC6","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"425","Q8NCN4","TRG_ER_diArg_1","PF00400","Q9BUR4"
"426","Q8NCN4","TRG_ER_diArg_1","PF00400","Q9Y297"
"427","O75410","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"428","O75410","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"429","Q9NQ86","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"430","Q9NQ86","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"431","O00444","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"432","O00444","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"433","Q13127","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"434","Q13127","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"435","Q15386","TRG_ER_diArg_1","PF00400","Q9BUR4"
"436","Q15386","TRG_ER_diArg_1","PF00400","Q9Y297"
"437","Q9C026","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"438","Q9C026","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"439","P49427","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"440","P49427","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"441","Q15125","TRG_ER_diLys_1","PF00400","Q9BUR4"
"442","Q15125","TRG_ER_diLys_1","PF00400","Q9Y297"
"443","P19838","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"444","P19838","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"445","Q6P1A2","TRG_ER_diLys_1","PF00400","Q9BUR4"
"446","Q6P1A2","TRG_ER_diLys_1","PF00400","Q9Y297"
"447","Q9Y2T1","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"448","Q9Y2T1","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"449","O43395","TRG_ER_diArg_1","PF00400","Q9BUR4"
"450","O43395","TRG_ER_diArg_1","PF00400","Q9Y297"
"451","P51572","TRG_ER_diLys_1","PF00400","Q9BUR4"
"452","P51572","TRG_ER_diLys_1","PF00400","Q9Y297"
"453","P78424","TRG_ER_diArg_1","PF00400","Q9BUR4"
"454","P78424","TRG_ER_diArg_1","PF00400","Q9Y297"
"455","Q8IYX7","TRG_ER_diArg_1","PF00400","Q9BUR4"
"456","Q8IYX7","TRG_ER_diArg_1","PF00400","Q9Y297"
"457","Q86YD7","TRG_ER_diArg_1","PF00400","Q9BUR4"
"458","Q86YD7","TRG_ER_diArg_1","PF00400","Q9Y297"
"459","Q9Y3C7","TRG_ER_diArg_1","PF00400","Q9BUR4"
"460","Q9Y3C7","TRG_ER_diArg_1","PF00400","Q9Y297"
"461","P46937","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"462","P46937","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"463","Q5D1E8","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"464","Q5D1E8","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"465","Q8TBE0","TRG_ER_diArg_1","PF00400","Q9BUR4"
"466","Q8TBE0","TRG_ER_diArg_1","PF00400","Q9Y297"
"467","Q9Y6Y8","TRG_ER_diArg_1","PF00400","Q9BUR4"
"468","Q9Y6Y8","TRG_ER_diArg_1","PF00400","Q9Y297"
"469","P61758","TRG_ER_diArg_1","PF00400","Q9BUR4"
"470","P61758","TRG_ER_diArg_1","PF00400","Q9Y297"
"471","Q5HYW2","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"472","Q5HYW2","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"473","Q9BQB6","TRG_ER_diLys_1","PF00400","Q9BUR4"
"474","Q9BQB6","TRG_ER_diLys_1","PF00400","Q9Y297"
"475","Q5BJF2","TRG_ER_diLys_1","PF00400","Q9BUR4"
"476","Q5BJF2","TRG_ER_diLys_1","PF00400","Q9Y297"
"477","Q8TCT9","TRG_ER_diLys_1","PF00400","Q9BUR4"
"478","Q8TCT9","TRG_ER_diLys_1","PF00400","Q9Y297"
"479","Q5JTC6","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"480","Q5JTC6","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"481","Q99675","TRG_ER_diLys_1","PF00400","Q9BUR4"
"482","Q99675","TRG_ER_diLys_1","PF00400","Q9Y297"
"483","Q96A33","TRG_ER_diLys_1","PF00400","Q9BUR4"
"484","Q96A33","TRG_ER_diLys_1","PF00400","Q9Y297"
"485","Q00987","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"486","Q00987","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"487","Q8N5M9","TRG_ER_diLys_1","PF00400","Q9BUR4"
"488","Q8N5M9","TRG_ER_diLys_1","PF00400","Q9Y297"
"489","P27544","TRG_ER_diLys_1","PF00400","Q9BUR4"
"490","P27544","TRG_ER_diLys_1","PF00400","Q9Y297"
"491","Q8N6L1","TRG_ER_diLys_1","PF00400","Q9BUR4"
"492","Q8N6L1","TRG_ER_diLys_1","PF00400","Q9Y297"
"493","Q69YH5","TRG_ER_diArg_1","PF00400","Q9BUR4"
"494","Q69YH5","TRG_ER_diArg_1","PF00400","Q9Y297"
"495","Q8TC71","TRG_ER_diArg_1","PF00400","Q9BUR4"
"496","Q8TC71","TRG_ER_diArg_1","PF00400","Q9Y297"
"497","Q99459","TRG_ER_diArg_1","PF00400","Q9BUR4"
"498","Q99459","TRG_ER_diArg_1","PF00400","Q9Y297"
"499","Q2WGJ6","TRG_ER_diArg_1","PF00400","Q9BUR4"
"500","Q2WGJ6","TRG_ER_diArg_1","PF00400","Q9Y297"
"501","Q96F82","TRG_ER_diArg_1","PF00400","Q9BUR4"
"502","Q96F82","TRG_ER_diArg_1","PF00400","Q9Y297"
"503","Q13651","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"504","Q13651","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"505","Q3KP66","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"506","Q3KP66","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"507","P48552","TRG_ER_diArg_1","PF00400","Q9BUR4"
"508","P48552","TRG_ER_diArg_1","PF00400","Q9Y297"
"509","Q92917","TRG_ER_diArg_1","PF00400","Q9BUR4"
"510","Q92917","TRG_ER_diArg_1","PF00400","Q9Y297"
"511","Q9Y320","TRG_ER_diLys_1","PF00400","Q9BUR4"
"512","Q9Y320","TRG_ER_diLys_1","PF00400","Q9Y297"
"513","Q96JJ7","TRG_ER_diLys_1","PF00400","Q9BUR4"
"514","Q96JJ7","TRG_ER_diLys_1","PF00400","Q9Y297"
"515","Q9NU19","TRG_ER_diArg_1","PF00400","Q9BUR4"
"516","Q9NU19","TRG_ER_diArg_1","PF00400","Q9Y297"
"517","Q6NS38","TRG_ER_diArg_1","PF00400","Q9BUR4"
"518","Q6NS38","TRG_ER_diArg_1","PF00400","Q9Y297"
"519","Q8TAE8","TRG_ER_diArg_1","PF00400","Q9BUR4"
"520","Q8TAE8","TRG_ER_diArg_1","PF00400","Q9Y297"
"521","Q9NRE2","TRG_ER_diArg_1","PF00400","Q9BUR4"
"522","Q9NRE2","TRG_ER_diArg_1","PF00400","Q9Y297"
"523","Q96C55","TRG_ER_diArg_1","PF00400","Q9BUR4"
"524","Q96C55","TRG_ER_diArg_1","PF00400","Q9Y297"
"525","O75689","TRG_ER_diArg_1","PF00400","Q9BUR4"
"526","O75689","TRG_ER_diArg_1","PF00400","Q9Y297"
"527","P29474","TRG_ER_diArg_1","PF00400","Q9BUR4"
"528","P29474","TRG_ER_diArg_1","PF00400","Q9Y297"
"529","Q2TBE0","TRG_ER_diArg_1","PF00400","Q9BUR4"
"530","Q2TBE0","TRG_ER_diArg_1","PF00400","Q9Y297"
"531","Q8ND83","TRG_ER_diArg_1","PF00400","Q9BUR4"
"532","Q8ND83","TRG_ER_diArg_1","PF00400","Q9Y297"
"533","Q9UPN6","TRG_ER_diArg_1","PF00400","Q9BUR4"
"534","Q9UPN6","TRG_ER_diArg_1","PF00400","Q9Y297"
"535","P38432","TRG_ER_diArg_1","PF00400","Q9BUR4"
"536","P38432","TRG_ER_diArg_1","PF00400","Q9Y297"
"537","Q15643","TRG_ER_diArg_1","PF00400","Q9BUR4"
"538","Q15643","TRG_ER_diArg_1","PF00400","Q9Y297"
"539","Q63HK5","TRG_ER_diArg_1","PF00400","Q9BUR4"
"540","Q63HK5","TRG_ER_diArg_1","PF00400","Q9Y297"
"541","Q12959","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"542","Q12959","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"543","Q96MY7","TRG_ER_diArg_1","PF00400","Q9BUR4"
"544","Q96MY7","TRG_ER_diArg_1","PF00400","Q9Y297"
"545","Q8IYH5","TRG_ER_diArg_1","PF00400","Q9BUR4"
"546","Q8IYH5","TRG_ER_diArg_1","PF00400","Q9Y297"
"547","Q5TAP6","TRG_ER_diArg_1","PF00400","Q9BUR4"
"548","Q5TAP6","TRG_ER_diArg_1","PF00400","Q9Y297"
"549","O43513","TRG_ER_diArg_1","PF00400","Q9BUR4"
"550","O43513","TRG_ER_diArg_1","PF00400","Q9Y297"
"551","Q12972","TRG_ER_diArg_1","PF00400","Q9BUR4"
"552","Q12972","TRG_ER_diArg_1","PF00400","Q9Y297"
"553","O60927","TRG_ER_diArg_1","PF00400","Q9BUR4"
"554","O60927","TRG_ER_diArg_1","PF00400","Q9Y297"
"555","Q6P444","TRG_ER_diArg_1","PF00400","Q9BUR4"
"556","Q6P444","TRG_ER_diArg_1","PF00400","Q9Y297"
"557","Q03252","TRG_ER_diArg_1","PF00400","Q9BUR4"
"558","Q03252","TRG_ER_diArg_1","PF00400","Q9Y297"
"559","Q3KP44","TRG_ER_diArg_1","PF00400","Q9BUR4"
"560","Q3KP44","TRG_ER_diArg_1","PF00400","Q9Y297"
"561","E9PSE9","TRG_ER_diArg_1","PF00400","Q9BUR4"
"562","E9PSE9","TRG_ER_diArg_1","PF00400","Q9Y297"
"563","Q5T8A7","TRG_ER_diArg_1","PF00400","Q9BUR4"
"564","Q5T8A7","TRG_ER_diArg_1","PF00400","Q9Y297"
"565","Q08495","TRG_ER_diArg_1","PF00400","Q9BUR4"
"566","Q08495","TRG_ER_diArg_1","PF00400","Q9Y297"
"567","Q15319","TRG_ER_diArg_1","PF00400","Q9BUR4"
"568","Q15319","TRG_ER_diArg_1","PF00400","Q9Y297"
"569","Q9NVC6","TRG_ER_diArg_1","PF00400","Q9BUR4"
"570","Q9NVC6","TRG_ER_diArg_1","PF00400","Q9Y297"
"571","P10070","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"572","P10070","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"573","Q16621","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"574","Q16621","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"575","P18848","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"576","P18848","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"577","A0A0S2Z3U4","TRG_ER_diArg_1","PF00400","Q9BUR4"
"578","A0A0S2Z3U4","TRG_ER_diArg_1","PF00400","Q9Y297"
"579","P78337","TRG_ER_diArg_1","PF00400","Q9BUR4"
"580","P78337","TRG_ER_diArg_1","PF00400","Q9Y297"
"581","O15169","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"582","O15169","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"583","P68431","LIG_WRPW_1","PF00400","Q9BUR4"
"584","P68431","LIG_WRPW_1","PF00400","Q9Y297"
"585","P22087","LIG_WRPW_1","PF00400","Q9BUR4"
"586","P22087","LIG_WRPW_1","PF00400","Q9Y297"
"587","P03372","LIG_WRPW_1","PF00400","Q9BUR4"
"588","P03372","LIG_WRPW_1","PF00400","Q9Y297"
"589","Q16594","TRG_ER_diArg_1","PF00400","Q9BUR4"
"590","Q16594","TRG_ER_diArg_1","PF00400","Q9Y297"
"591","O94763","TRG_ER_diArg_1","PF00400","Q9BUR4"
"592","O94763","TRG_ER_diArg_1","PF00400","Q9Y297"
"593","Q9NWS0","TRG_ER_diArg_1","PF00400","Q9BUR4"
"594","Q9NWS0","TRG_ER_diArg_1","PF00400","Q9Y297"
"595","P47712","TRG_ER_diArg_1","PF00400","Q9BUR4"
"596","P47712","TRG_ER_diArg_1","PF00400","Q9Y297"
"597","Q8NEC5","TRG_ER_diArg_1","PF00400","Q9BUR4"
"598","Q8NEC5","TRG_ER_diArg_1","PF00400","Q9Y297"
"599","Q8WUT1","TRG_ER_diArg_1","PF00400","Q9BUR4"
"600","Q8WUT1","TRG_ER_diArg_1","PF00400","Q9Y297"
"601","Q14684","TRG_ER_diArg_1","PF00400","Q9BUR4"
"602","Q14684","TRG_ER_diArg_1","PF00400","Q9Y297"
"603","Q9Y247","TRG_ER_diArg_1","PF00400","Q9BUR4"
"604","Q9Y247","TRG_ER_diArg_1","PF00400","Q9Y297"
"605","Q15735","TRG_ER_diArg_1","PF00400","Q9BUR4"
"606","Q15735","TRG_ER_diArg_1","PF00400","Q9Y297"
"607","Q8NBQ5","TRG_ER_diLys_1","PF00400","Q9BUR4"
"608","Q8NBQ5","TRG_ER_diLys_1","PF00400","Q9Y297"
"609","Q8N5K1","TRG_ER_diLys_1","PF00400","Q9BUR4"
"610","Q8N5K1","TRG_ER_diLys_1","PF00400","Q9Y297"
"611","Q9HCP6","TRG_ER_diLys_1","PF00400","Q9BUR4"
"612","Q9HCP6","TRG_ER_diLys_1","PF00400","Q9Y297"
"613","Q96BI1","TRG_ER_diLys_1","PF00400","Q9BUR4"
"614","Q96BI1","TRG_ER_diLys_1","PF00400","Q9Y297"
"615","O96005","TRG_ER_diLys_1","PF00400","Q9BUR4"
"616","O96005","TRG_ER_diLys_1","PF00400","Q9Y297"
"617","A0PK00","TRG_ER_diLys_1","PF00400","Q9BUR4"
"618","A0PK00","TRG_ER_diLys_1","PF00400","Q9Y297"
"619","Q7Z5P4","TRG_ER_diLys_1","PF00400","Q9BUR4"
"620","Q7Z5P4","TRG_ER_diLys_1","PF00400","Q9Y297"
"621","Q8N609","TRG_ER_diLys_1","PF00400","Q9BUR4"
"622","Q8N609","TRG_ER_diLys_1","PF00400","Q9Y297"
"623","P49257","TRG_ER_diLys_1","PF00400","Q9BUR4"
"624","P49257","TRG_ER_diLys_1","PF00400","Q9Y297"
"625","Q9P035","TRG_ER_diLys_1","PF00400","Q9BUR4"
"626","Q9P035","TRG_ER_diLys_1","PF00400","Q9Y297"
"627","Q9NTJ5","TRG_ER_diLys_1","PF00400","Q9BUR4"
"628","Q9NTJ5","TRG_ER_diLys_1","PF00400","Q9Y297"
"629","O95197","TRG_ER_diLys_1","PF00400","Q9BUR4"
"630","O95197","TRG_ER_diLys_1","PF00400","Q9Y297"
"631","Q9BTV4","TRG_ER_diLys_1","PF00400","Q9BUR4"
"632","Q9BTV4","TRG_ER_diLys_1","PF00400","Q9Y297"
"633","Q96C86","TRG_ER_diArg_1","PF00400","Q9BUR4"
"634","Q96C86","TRG_ER_diArg_1","PF00400","Q9Y297"
"635","Q9BSJ6","TRG_ER_diArg_1","PF00400","Q9BUR4"
"636","Q9BSJ6","TRG_ER_diArg_1","PF00400","Q9Y297"
"637","Q9BW85","TRG_ER_diArg_1","PF00400","Q9BUR4"
"638","Q9BW85","TRG_ER_diArg_1","PF00400","Q9Y297"
"639","P61289","TRG_ER_diArg_1","PF00400","Q9BUR4"
"640","P61289","TRG_ER_diArg_1","PF00400","Q9Y297"
"641","P38936","TRG_ER_diArg_1","PF00400","Q9BUR4"
"642","P38936","TRG_ER_diArg_1","PF00400","Q9Y297"
"643","Q08378","TRG_ER_diArg_1","PF00400","Q9BUR4"
"644","Q08378","TRG_ER_diArg_1","PF00400","Q9Y297"
"645","O95872","TRG_ER_diArg_1","PF00400","Q9BUR4"
"646","O95872","TRG_ER_diArg_1","PF00400","Q9Y297"
"647","Q92993","TRG_ER_diArg_1","PF00400","Q9BUR4"
"648","Q92993","TRG_ER_diArg_1","PF00400","Q9Y297"
"649","Q5S007","TRG_ER_diArg_1","PF00400","Q9BUR4"
"650","Q5S007","TRG_ER_diArg_1","PF00400","Q9Y297"
"651","O43189","TRG_ER_diArg_1","PF00400","Q9BUR4"
"652","O43189","TRG_ER_diArg_1","PF00400","Q9Y297"
"653","Q8WWY3","TRG_ER_diArg_1","PF00400","Q9BUR4"
"654","Q8WWY3","TRG_ER_diArg_1","PF00400","Q9Y297"
"655","Q9H2A3","TRG_ER_diArg_1","PF00400","Q9BUR4"
"656","Q9H2A3","TRG_ER_diArg_1","PF00400","Q9Y297"
"657","P35222","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"658","P35222","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"659","P30304","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"660","P30304","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"661","Q5T4S7","TRG_ER_diArg_1","PF00400","Q9BUR4"
"662","Q5T4S7","TRG_ER_diArg_1","PF00400","Q9Y297"
"663","P78545","TRG_ER_diArg_1","PF00400","Q9BUR4"
"664","P78545","TRG_ER_diArg_1","PF00400","Q9Y297"
"665","Q969G3","TRG_ER_diArg_1","PF00400","Q9BUR4"
"666","Q969G3","TRG_ER_diArg_1","PF00400","Q9Y297"
"667","O95391","TRG_ER_diArg_1","PF00400","Q9BUR4"
"668","O95391","TRG_ER_diArg_1","PF00400","Q9Y297"
"669","Q5JVL4","TRG_ER_diArg_1","PF00400","Q9BUR4"
"670","Q5JVL4","TRG_ER_diArg_1","PF00400","Q9Y297"
"671","Q93074","TRG_ER_diArg_1","PF00400","Q9BUR4"
"672","Q93074","TRG_ER_diArg_1","PF00400","Q9Y297"
"673","Q9H0W8","TRG_ER_diArg_1","PF00400","Q9BUR4"
"674","Q9H0W8","TRG_ER_diArg_1","PF00400","Q9Y297"
"675","Q99469","TRG_ER_diArg_1","PF00400","Q9BUR4"
"676","Q99469","TRG_ER_diArg_1","PF00400","Q9Y297"
"677","Q96RK0","TRG_ER_diArg_1","PF00400","Q9BUR4"
"678","Q96RK0","TRG_ER_diArg_1","PF00400","Q9Y297"
"679","Q9UHB7","TRG_ER_diArg_1","PF00400","Q9BUR4"
"680","Q9UHB7","TRG_ER_diArg_1","PF00400","Q9Y297"
"681","Q15560","TRG_ER_diArg_1","PF00400","Q9BUR4"
"682","Q15560","TRG_ER_diArg_1","PF00400","Q9Y297"
"683","Q9BRU9","TRG_ER_diArg_1","PF00400","Q9BUR4"
"684","Q9BRU9","TRG_ER_diArg_1","PF00400","Q9Y297"
"685","Q8N715","TRG_ER_diArg_1","PF00400","Q9BUR4"
"686","Q8N715","TRG_ER_diArg_1","PF00400","Q9Y297"
"687","Q9BU76","TRG_ER_diArg_1","PF00400","Q9BUR4"
"688","Q9BU76","TRG_ER_diArg_1","PF00400","Q9Y297"
"689","O00560","TRG_ER_diArg_1","PF00400","Q9BUR4"
"690","O00560","TRG_ER_diArg_1","PF00400","Q9Y297"
"691","Q9NVF7","TRG_ER_diArg_1","PF00400","Q9BUR4"
"692","Q9NVF7","TRG_ER_diArg_1","PF00400","Q9Y297"
"693","Q5T6F2","TRG_ER_diArg_1","PF00400","Q9BUR4"
"694","Q5T6F2","TRG_ER_diArg_1","PF00400","Q9Y297"
"695","Q13895","TRG_ER_diArg_1","PF00400","Q9BUR4"
"696","Q13895","TRG_ER_diArg_1","PF00400","Q9Y297"
"697","Q99832","TRG_ER_diArg_1","PF00400","Q9BUR4"
"698","Q99832","TRG_ER_diArg_1","PF00400","Q9Y297"
"699","Q96I25","TRG_ER_diArg_1","PF00400","Q9BUR4"
"700","Q96I25","TRG_ER_diArg_1","PF00400","Q9Y297"
"701","P46695","TRG_ER_diArg_1","PF00400","Q9BUR4"
"702","P46695","TRG_ER_diArg_1","PF00400","Q9Y297"
"703","P05412","TRG_ER_diArg_1","PF00400","Q9BUR4"
"704","P05412","TRG_ER_diArg_1","PF00400","Q9Y297"
"705","P51531","TRG_ER_diArg_1","PF00400","Q9BUR4"
"706","P51531","TRG_ER_diArg_1","PF00400","Q9Y297"
"707","B7ZLI8","TRG_ER_diArg_1","PF00400","Q9BUR4"
"708","B7ZLI8","TRG_ER_diArg_1","PF00400","Q9Y297"
"709","Q5T681","TRG_ER_diArg_1","PF00400","Q9BUR4"
"710","Q5T681","TRG_ER_diArg_1","PF00400","Q9Y297"
"711","O43148","TRG_ER_diArg_1","PF00400","Q9BUR4"
"712","O43148","TRG_ER_diArg_1","PF00400","Q9Y297"
"713","Q8NI77","TRG_ER_diArg_1","PF00400","Q9BUR4"
"714","Q8NI77","TRG_ER_diArg_1","PF00400","Q9Y297"
"715","X5D778","TRG_ER_diArg_1","PF00400","Q9BUR4"
"716","X5D778","TRG_ER_diArg_1","PF00400","Q9Y297"
"717","P22087","TRG_ER_diArg_1","PF00400","Q9BUR4"
"718","P22087","TRG_ER_diArg_1","PF00400","Q9Y297"
"719","P62314","TRG_ER_diArg_1","PF00400","Q9BUR4"
"720","P62314","TRG_ER_diArg_1","PF00400","Q9Y297"
"721","Q7L4I2","TRG_ER_diArg_1","PF00400","Q9BUR4"
"722","Q7L4I2","TRG_ER_diArg_1","PF00400","Q9Y297"
"723","Q8N443","TRG_ER_diArg_1","PF00400","Q9BUR4"
"724","Q8N443","TRG_ER_diArg_1","PF00400","Q9Y297"
"725","Q96EB6","TRG_ER_diArg_1","PF00400","Q9BUR4"
"726","Q96EB6","TRG_ER_diArg_1","PF00400","Q9Y297"
"727","Q92688","TRG_ER_diArg_1","PF00400","Q9BUR4"
"728","Q92688","TRG_ER_diArg_1","PF00400","Q9Y297"
"729","Q8NA57","TRG_ER_diArg_1","PF00400","Q9BUR4"
"730","Q8NA57","TRG_ER_diArg_1","PF00400","Q9Y297"
"731","Q8IX12","TRG_ER_diArg_1","PF00400","Q9BUR4"
"732","Q8IX12","TRG_ER_diArg_1","PF00400","Q9Y297"
"733","Q9BVN2","TRG_ER_diArg_1","PF00400","Q9BUR4"
"734","Q9BVN2","TRG_ER_diArg_1","PF00400","Q9Y297"
"735","Q8TBB1","TRG_ER_diArg_1","PF00400","Q9BUR4"
"736","Q8TBB1","TRG_ER_diArg_1","PF00400","Q9Y297"
"737","Q96GE4","TRG_ER_diArg_1","PF00400","Q9BUR4"
"738","Q96GE4","TRG_ER_diArg_1","PF00400","Q9Y297"
"739","O75348","TRG_ER_diArg_1","PF00400","Q9BUR4"
"740","O75348","TRG_ER_diArg_1","PF00400","Q9Y297"
"741","Q96FJ0","TRG_ER_diArg_1","PF00400","Q9BUR4"
"742","Q96FJ0","TRG_ER_diArg_1","PF00400","Q9Y297"
"743","P62753","LIG_WRPW_1","PF00400","Q9BUR4"
"744","P62753","LIG_WRPW_1","PF00400","Q9Y297"
"745","Q6ZTW0","TRG_ER_diArg_1","PF00400","Q9BUR4"
"746","Q6ZTW0","TRG_ER_diArg_1","PF00400","Q9Y297"
"747","Q969R5","TRG_ER_diArg_1","PF00400","Q9BUR4"
"748","Q969R5","TRG_ER_diArg_1","PF00400","Q9Y297"
"749","Q92844","TRG_ER_diArg_1","PF00400","Q9BUR4"
"750","Q92844","TRG_ER_diArg_1","PF00400","Q9Y297"
"751","P03372","LIG_WRPW_2","PF00400","Q9BUR4"
"752","P03372","LIG_WRPW_2","PF00400","Q9Y297"
"753","P22087","LIG_WRPW_2","PF00400","Q9BUR4"
"754","P22087","LIG_WRPW_2","PF00400","Q9Y297"
"755","O94875-10","TRG_ER_diArg_1","PF00400","Q9BUR4"
"756","O94875-10","TRG_ER_diArg_1","PF00400","Q9Y297"
"757","Q96QC0","TRG_ER_diArg_1","PF00400","Q9BUR4"
"758","Q96QC0","TRG_ER_diArg_1","PF00400","Q9Y297"
"759","Q0VD86","TRG_ER_diArg_1","PF00400","Q9BUR4"
"760","Q0VD86","TRG_ER_diArg_1","PF00400","Q9Y297"
"761","O75586","TRG_ER_diArg_1","PF00400","Q9BUR4"
"762","O75586","TRG_ER_diArg_1","PF00400","Q9Y297"
"763","Q14687","TRG_ER_diArg_1","PF00400","Q9BUR4"
"764","Q14687","TRG_ER_diArg_1","PF00400","Q9Y297"
"765","P49756","TRG_ER_diArg_1","PF00400","Q9BUR4"
"766","P49756","TRG_ER_diArg_1","PF00400","Q9Y297"
"767","Q03014","TRG_ER_diArg_1","PF00400","Q9BUR4"
"768","Q03014","TRG_ER_diArg_1","PF00400","Q9Y297"
"769","O14503","TRG_ER_diArg_1","PF00400","Q9BUR4"
"770","O14503","TRG_ER_diArg_1","PF00400","Q9Y297"
"771","Q99633","TRG_ER_diArg_1","PF00400","Q9BUR4"
"772","Q99633","TRG_ER_diArg_1","PF00400","Q9Y297"
"773","Q9Y3Y2","TRG_ER_diArg_1","PF00400","Q9BUR4"
"774","Q9Y3Y2","TRG_ER_diArg_1","PF00400","Q9Y297"
"775","O95886","TRG_ER_diArg_1","PF00400","Q9BUR4"
"776","O95886","TRG_ER_diArg_1","PF00400","Q9Y297"
"777","O95983","TRG_ER_diArg_1","PF00400","Q9BUR4"
"778","O95983","TRG_ER_diArg_1","PF00400","Q9Y297"
"779","P20700","TRG_ER_diArg_1","PF00400","Q9BUR4"
"780","P20700","TRG_ER_diArg_1","PF00400","Q9Y297"
"781","Q56NI9","TRG_ER_diArg_1","PF00400","Q9BUR4"
"782","Q56NI9","TRG_ER_diArg_1","PF00400","Q9Y297"
"783","Q9NVL8","TRG_ER_diArg_1","PF00400","Q9BUR4"
"784","Q9NVL8","TRG_ER_diArg_1","PF00400","Q9Y297"
"785","A4D1E9","TRG_ER_diArg_1","PF00400","Q9BUR4"
"786","A4D1E9","TRG_ER_diArg_1","PF00400","Q9Y297"
"787","Q96T49","TRG_ER_diArg_1","PF00400","Q9BUR4"
"788","Q96T49","TRG_ER_diArg_1","PF00400","Q9Y297"
"789","Q96L73","TRG_ER_diArg_1","PF00400","Q9BUR4"
"790","Q96L73","TRG_ER_diArg_1","PF00400","Q9Y297"
"791","P68431","LIG_WRPW_2","PF00400","Q9BUR4"
"792","P68431","LIG_WRPW_2","PF00400","Q9Y297"
"793","P62753","LIG_WRPW_2","PF00400","Q9BUR4"
"794","P62753","LIG_WRPW_2","PF00400","Q9Y297"
"795","Q15637","TRG_ER_diArg_1","PF00400","Q9BUR4"
"796","Q15637","TRG_ER_diArg_1","PF00400","Q9Y297"
"797","O43148","TRG_NLS_MonoCore_2","PF00514","P52292"
"798","O43148","TRG_NLS_MonoCore_2","PF00514","O60684"
"799","O75586","TRG_NLS_MonoCore_2","PF00514","P52292"
"800","O75586","TRG_NLS_MonoCore_2","PF00514","O60684"
"801","P46695","TRG_NLS_MonoCore_2","PF00514","P52292"
"802","P46695","TRG_NLS_MonoCore_2","PF00514","O60684"
"803","Q93074","TRG_NLS_MonoCore_2","PF00514","P52292"
"804","Q93074","TRG_NLS_MonoCore_2","PF00514","O60684"
"805","O60927","TRG_NLS_MonoCore_2","PF00514","P52292"
"806","O60927","TRG_NLS_MonoCore_2","PF00514","O60684"
"807","P51531","TRG_NLS_MonoCore_2","PF00514","P52292"
"808","P51531","TRG_NLS_MonoCore_2","PF00514","O60684"
"809","Q96EB6","TRG_NLS_MonoCore_2","PF00514","P52292"
"810","Q96EB6","TRG_NLS_MonoCore_2","PF00514","O60684"
"811","Q12972","TRG_NLS_MonoCore_2","PF00514","P52292"
"812","Q12972","TRG_NLS_MonoCore_2","PF00514","O60684"
"813","Q96T49","TRG_NLS_MonoCore_2","PF00514","P52292"
"814","Q96T49","TRG_NLS_MonoCore_2","PF00514","O60684"
