"","mProtein","Motif","Domain","dProtein"
"416","P35222","MOD_GSK3_1","PF00069","Q9Y572"
"417","P35222","MOD_GSK3_1","PF00069","Q5S007"
"418","P35222","MOD_GSK3_1","PF00069","Q07002"
"419","P35222","MOD_GSK3_1","PF00069","Q13188"
"420","P35222","MOD_GSK3_1","PF00069","P31749"
"421","P35222","MOD_GSK3_1","PF00069","Q16512"
"422","P35222","MOD_GSK3_1","PF00069","Q9BWU1"
"423","P35222","MOD_GSK3_1","PF00069","Q9P286"
"424","Q00613","MOD_ProDKin_1","PF00069","Q9Y572"
"425","Q00613","MOD_ProDKin_1","PF00069","Q5S007"
"426","Q00613","MOD_ProDKin_1","PF00069","Q07002"
"427","Q00613","MOD_ProDKin_1","PF00069","Q13188"
"428","Q00613","MOD_ProDKin_1","PF00069","P31749"
"429","Q00613","MOD_ProDKin_1","PF00069","Q16512"
"430","Q00613","MOD_ProDKin_1","PF00069","Q9BWU1"
"431","Q00613","MOD_ProDKin_1","PF00069","Q9P286"
"432","P35222","MOD_PKA_1","PF00069","Q9Y572"
"433","P35222","MOD_PKA_1","PF00069","Q5S007"
"434","P35222","MOD_PKA_1","PF00069","Q07002"
"435","P35222","MOD_PKA_1","PF00069","Q13188"
"436","P35222","MOD_PKA_1","PF00069","P31749"
"437","P35222","MOD_PKA_1","PF00069","Q16512"
"438","P35222","MOD_PKA_1","PF00069","Q9BWU1"
"439","P35222","MOD_PKA_1","PF00069","Q9P286"
"440","P38398","MOD_PKB_1","PF00069","Q9Y572"
"441","P38398","MOD_PKB_1","PF00069","Q5S007"
"442","P38398","MOD_PKB_1","PF00069","Q07002"
"443","P38398","MOD_PKB_1","PF00069","Q13188"
"444","P38398","MOD_PKB_1","PF00069","P31749"
"445","P38398","MOD_PKB_1","PF00069","Q16512"
"446","P38398","MOD_PKB_1","PF00069","Q9BWU1"
"447","P38398","MOD_PKB_1","PF00069","Q9P286"
"448","P49815","MOD_PKB_1","PF00069","Q9Y572"
"449","P49815","MOD_PKB_1","PF00069","Q5S007"
"450","P49815","MOD_PKB_1","PF00069","Q07002"
"451","P49815","MOD_PKB_1","PF00069","Q13188"
"452","P49815","MOD_PKB_1","PF00069","P31749"
"453","P49815","MOD_PKB_1","PF00069","Q16512"
"454","P49815","MOD_PKB_1","PF00069","Q9BWU1"
"455","P49815","MOD_PKB_1","PF00069","Q9P286"
"456","P52565","MOD_PKA_2","PF00069","Q9Y572"
"457","P52565","MOD_PKA_2","PF00069","Q5S007"
"458","P52565","MOD_PKA_2","PF00069","Q07002"
"459","P52565","MOD_PKA_2","PF00069","Q13188"
"460","P52565","MOD_PKA_2","PF00069","P31749"
"461","P52565","MOD_PKA_2","PF00069","Q16512"
"462","P52565","MOD_PKA_2","PF00069","Q9BWU1"
"463","P52565","MOD_PKA_2","PF00069","Q9P286"
"464","Q15637","LIG_ULM_U2AF65_1","PF00076","P0DN76"
"465","Q15637","LIG_ULM_U2AF65_1","PF00076","Q93062"
"466","Q15637","LIG_ULM_U2AF65_1","PF00076","P52298"
"467","Q15637","LIG_ULM_U2AF65_1","PF00076","P0DJD3"
"468","Q15637","LIG_ULM_U2AF65_1","PF00076","P19338"
"469","Q15637","LIG_ULM_U2AF65_1","PF00076","P55884"
"470","Q15637","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"471","O75533","LIG_ULM_U2AF65_1","PF00076","P0DN76"
"472","O75533","LIG_ULM_U2AF65_1","PF00076","Q93062"
"473","O75533","LIG_ULM_U2AF65_1","PF00076","P52298"
"474","O75533","LIG_ULM_U2AF65_1","PF00076","P0DJD3"
"475","O75533","LIG_ULM_U2AF65_1","PF00076","P19338"
"476","O75533","LIG_ULM_U2AF65_1","PF00076","P55884"
"477","O75533","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"478","Q96AE4","LIG_NBox_RRM_1","PF00076","P0DN76"
"479","Q96AE4","LIG_NBox_RRM_1","PF00076","Q93062"
"480","Q96AE4","LIG_NBox_RRM_1","PF00076","P52298"
"481","Q96AE4","LIG_NBox_RRM_1","PF00076","P0DJD3"
"482","Q96AE4","LIG_NBox_RRM_1","PF00076","P19338"
"483","Q96AE4","LIG_NBox_RRM_1","PF00076","P55884"
"484","Q96AE4","LIG_NBox_RRM_1","PF00076","Q9NZI8"
"485","P54253","LIG_ULM_U2AF65_1","PF00076","P0DN76"
"486","P54253","LIG_ULM_U2AF65_1","PF00076","Q93062"
"487","P54253","LIG_ULM_U2AF65_1","PF00076","P52298"
"488","P54253","LIG_ULM_U2AF65_1","PF00076","P0DJD3"
"489","P54253","LIG_ULM_U2AF65_1","PF00076","P19338"
"490","P54253","LIG_ULM_U2AF65_1","PF00076","P55884"
"491","P54253","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"492","Q92945","LIG_NBox_RRM_1","PF00076","P0DN76"
"493","Q92945","LIG_NBox_RRM_1","PF00076","Q93062"
"494","Q92945","LIG_NBox_RRM_1","PF00076","P52298"
"495","Q92945","LIG_NBox_RRM_1","PF00076","P0DJD3"
"496","Q92945","LIG_NBox_RRM_1","PF00076","P19338"
"497","Q92945","LIG_NBox_RRM_1","PF00076","P55884"
"498","Q92945","LIG_NBox_RRM_1","PF00076","Q9NZI8"
"499","O75376","LIG_CORNRBOX","PF00104","P22736"
"500","Q92793","LIG_NRBOX","PF00104","P22736"
"501","P48552","LIG_NRBOX","PF00104","P22736"
"502","Q15648","LIG_NRBOX","PF00104","P22736"
"503","Q9H788","DOC_PP1_MyPhoNE_1","PF00149","P62136"
"504","Q9H788","DOC_PP1_MyPhoNE_1","PF00149","P36873"
"505","O14974","DOC_PP1_RVXF_1","PF00149","P62136"
"506","O14974","DOC_PP1_RVXF_1","PF00149","P36873"
"507","P38398","DOC_PP1_RVXF_1","PF00149","P62136"
"508","P38398","DOC_PP1_RVXF_1","PF00149","P36873"
"509","Q96T49","DOC_PP1_MyPhoNE_1","PF00149","P62136"
"510","Q96T49","DOC_PP1_MyPhoNE_1","PF00149","P36873"
"511","P06400","DOC_PP1_RVXF_1","PF00149","P62136"
"512","P06400","DOC_PP1_RVXF_1","PF00149","P36873"
"513","Q12972","DOC_PP1_RVXF_1","PF00149","P62136"
"514","Q12972","DOC_PP1_RVXF_1","PF00149","P36873"
"515","Q6VAB6","DOC_PP2B_LxvP_1","PF00149","P62136"
"516","Q6VAB6","DOC_PP2B_LxvP_1","PF00149","P36873"
"517","Q96QC0","DOC_PP1_RVXF_1","PF00149","P62136"
"518","Q96QC0","DOC_PP1_RVXF_1","PF00149","P36873"
"519","O14974","DOC_PP1_MyPhoNE_1","PF00149","P62136"
"520","O14974","DOC_PP1_MyPhoNE_1","PF00149","P36873"
"521","P04049","LIG_14-3-3_CanoR_1","PF00244","P31947"
"522","P04049","LIG_14-3-3_CanoR_1","PF00244","P63104"
"523","P26045","LIG_14-3-3_CanoR_1","PF00244","P31947"
"524","P26045","LIG_14-3-3_CanoR_1","PF00244","P63104"
"525","P56524","LIG_14-3-3_CanoR_1","PF00244","P31947"
"526","P56524","LIG_14-3-3_CanoR_1","PF00244","P63104"
"527","P54253","LIG_14-3-3_CanoR_1","PF00244","P31947"
"528","P54253","LIG_14-3-3_CanoR_1","PF00244","P63104"
"529","Q9GZV5","LIG_14-3-3_CanoR_1","PF00244","P31947"
"530","Q9GZV5","LIG_14-3-3_CanoR_1","PF00244","P63104"
"531","P68431","LIG_14-3-3_CanoR_1","PF00244","P31947"
"532","P68431","LIG_14-3-3_CanoR_1","PF00244","P63104"
"533","P13569","LIG_14-3-3_CanoR_1","PF00244","P31947"
"534","P13569","LIG_14-3-3_CanoR_1","PF00244","P63104"
"535","O43524","LIG_14-3-3_CanoR_1","PF00244","P31947"
"536","O43524","LIG_14-3-3_CanoR_1","PF00244","P63104"
"537","Q9UQL6","LIG_14-3-3_CanoR_1","PF00244","P31947"
"538","Q9UQL6","LIG_14-3-3_CanoR_1","PF00244","P63104"
"539","P46937","LIG_14-3-3_CanoR_1","PF00244","P31947"
"540","P46937","LIG_14-3-3_CanoR_1","PF00244","P63104"
"541","Q9P0K1","LIG_14-3-3_CanoR_1","PF00244","P31947"
"542","Q9P0K1","LIG_14-3-3_CanoR_1","PF00244","P63104"
"543","P05412","DEG_COP1_1","PF00400","Q9Y297"
"544","P05412","DEG_COP1_1","PF00400","Q9Y263"
"545","P05412","DEG_COP1_1","PF00400","O43660"
"546","P05412","DEG_COP1_1","PF00400","Q9BUR4"
"547","P35222","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"548","P35222","DEG_SCF_TRCP1_1","PF00400","Q9Y263"
"549","P35222","DEG_SCF_TRCP1_1","PF00400","O43660"
"550","P35222","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"551","Q8WWK9","DEG_APCC_KENBOX_2","PF00400","Q9Y297"
"552","Q8WWK9","DEG_APCC_KENBOX_2","PF00400","Q9Y263"
"553","Q8WWK9","DEG_APCC_KENBOX_2","PF00400","O43660"
"554","Q8WWK9","DEG_APCC_KENBOX_2","PF00400","Q9BUR4"
"555","P25963","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"556","P25963","DEG_SCF_TRCP1_1","PF00400","Q9Y263"
"557","P25963","DEG_SCF_TRCP1_1","PF00400","O43660"
"558","P25963","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"559","P16471","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"560","P16471","DEG_SCF_TRCP1_1","PF00400","Q9Y263"
"561","P16471","DEG_SCF_TRCP1_1","PF00400","O43660"
"562","P16471","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"563","Q53EL6","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"564","Q53EL6","DEG_SCF_TRCP1_1","PF00400","Q9Y263"
"565","Q53EL6","DEG_SCF_TRCP1_1","PF00400","O43660"
"566","Q53EL6","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"567","P49257","TRG_ER_diLys_1","PF00400","Q9Y297"
"568","P49257","TRG_ER_diLys_1","PF00400","Q9Y263"
"569","P49257","TRG_ER_diLys_1","PF00400","O43660"
"570","P49257","TRG_ER_diLys_1","PF00400","Q9BUR4"
"571","Q9P0K1","TRG_ER_diArg_1","PF00400","Q9Y297"
"572","Q9P0K1","TRG_ER_diArg_1","PF00400","Q9Y263"
"573","Q9P0K1","TRG_ER_diArg_1","PF00400","O43660"
"574","Q9P0K1","TRG_ER_diArg_1","PF00400","Q9BUR4"
"575","P01106","DEG_SCF_FBW7_1","PF00400","Q9Y297"
"576","P01106","DEG_SCF_FBW7_1","PF00400","Q9Y263"
"577","P01106","DEG_SCF_FBW7_1","PF00400","O43660"
"578","P01106","DEG_SCF_FBW7_1","PF00400","Q9BUR4"
"579","Q96HZ4","LIG_WRPW_1","PF00400","Q9Y297"
"580","Q96HZ4","LIG_WRPW_1","PF00400","Q9Y263"
"581","Q96HZ4","LIG_WRPW_1","PF00400","O43660"
"582","Q96HZ4","LIG_WRPW_1","PF00400","Q9BUR4"
"583","P38936","DEG_CRL4_CDT2_1","PF00400","Q9Y297"
"584","P38936","DEG_CRL4_CDT2_1","PF00400","Q9Y263"
"585","P38936","DEG_CRL4_CDT2_1","PF00400","O43660"
"586","P38936","DEG_CRL4_CDT2_1","PF00400","Q9BUR4"
"587","P18848","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"588","P18848","DEG_SCF_TRCP1_1","PF00400","Q9Y263"
"589","P18848","DEG_SCF_TRCP1_1","PF00400","O43660"
"590","P18848","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"591","P19838","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"592","P19838","DEG_SCF_TRCP1_1","PF00400","Q9Y263"
"593","P19838","DEG_SCF_TRCP1_1","PF00400","O43660"
"594","P19838","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"595","P30307","DEG_APCC_KENBOX_2","PF00400","Q9Y297"
"596","P30307","DEG_APCC_KENBOX_2","PF00400","Q9Y263"
"597","P30307","DEG_APCC_KENBOX_2","PF00400","O43660"
"598","P30307","DEG_APCC_KENBOX_2","PF00400","Q9BUR4"
"599","Q9Y5M8","TRG_ER_diArg_1","PF00400","Q9Y297"
"600","Q9Y5M8","TRG_ER_diArg_1","PF00400","Q9Y263"
"601","Q9Y5M8","TRG_ER_diArg_1","PF00400","O43660"
"602","Q9Y5M8","TRG_ER_diArg_1","PF00400","Q9BUR4"
"603","P05412","DEG_SCF_FBW7_1","PF00400","Q9Y297"
"604","P05412","DEG_SCF_FBW7_1","PF00400","Q9Y263"
"605","P05412","DEG_SCF_FBW7_1","PF00400","O43660"
"606","P05412","DEG_SCF_FBW7_1","PF00400","Q9BUR4"
"607","P20248","LIG_APCC_ABBA_1","PF00400","Q9Y297"
"608","P20248","LIG_APCC_ABBA_1","PF00400","Q9Y263"
"609","P20248","LIG_APCC_ABBA_1","PF00400","O43660"
"610","P20248","LIG_APCC_ABBA_1","PF00400","Q9BUR4"
"611","Q12959","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"612","Q12959","DEG_SCF_TRCP1_1","PF00400","Q9Y263"
"613","Q12959","DEG_SCF_TRCP1_1","PF00400","O43660"
"614","Q12959","DEG_SCF_TRCP1_1","PF00400","Q9BUR4"
"615","Q96KQ4","MOD_LATS_1","PF00433","Q16512"
"616","Q96KQ4","MOD_LATS_1","PF00433","P31749"
"617","Q9GZV5","MOD_LATS_1","PF00433","Q16512"
"618","Q9GZV5","MOD_LATS_1","PF00433","P31749"
"619","P49736","MOD_PIKK_1","PF00454","Q8NEB9"
"620","P05412","MOD_PIKK_1","PF00454","Q8NEB9"
"621","P38398","MOD_PIKK_1","PF00454","Q8NEB9"
"622","Q00987","MOD_PIKK_1","PF00454","Q8NEB9"
"623","O96017","MOD_PIKK_1","PF00454","Q8NEB9"
"624","P04637","MOD_PIKK_1","PF00454","Q8NEB9"
"625","P07900","MOD_PIKK_1","PF00454","Q8NEB9"
"626","P18887","MOD_PIKK_1","PF00454","Q8NEB9"
"627","O96017","LIG_FHA_1","PF00498","P85037"
"628","O96017","LIG_FHA_1","PF00498","O60934"
"629","P18887","LIG_FHA_2","PF00498","P85037"
"630","P18887","LIG_FHA_2","PF00498","O60934"
"631","Q13426","LIG_FHA_2","PF00498","P85037"
"632","Q13426","LIG_FHA_2","PF00498","O60934"
"633","P06400","TRG_NLS_Bipartite_1","PF00514","P52292"
"634","P06400","TRG_NLS_Bipartite_1","PF00514","O00629"
"635","P06400","TRG_NLS_Bipartite_1","PF00514","O60684"
"636","P04637","TRG_NLS_Bipartite_1","PF00514","P52292"
"637","P04637","TRG_NLS_Bipartite_1","PF00514","O00629"
"638","P04637","TRG_NLS_Bipartite_1","PF00514","O60684"
"639","P25054","TRG_NLS_MonoCore_2","PF00514","P52292"
"640","P25054","TRG_NLS_MonoCore_2","PF00514","O00629"
"641","P25054","TRG_NLS_MonoCore_2","PF00514","O60684"
"642","P54253","TRG_NLS_MonoCore_2","PF00514","P52292"
"643","P54253","TRG_NLS_MonoCore_2","PF00514","O00629"
"644","P54253","TRG_NLS_MonoCore_2","PF00514","O60684"
"645","P01106","TRG_NLS_MonoExtC_3","PF00514","P52292"
"646","P01106","TRG_NLS_MonoExtC_3","PF00514","O00629"
"647","P01106","TRG_NLS_MonoExtC_3","PF00514","O60684"
"648","P38398","TRG_NLS_MonoExtC_3","PF00514","P52292"
"649","P38398","TRG_NLS_MonoExtC_3","PF00514","O00629"
"650","P38398","TRG_NLS_MonoExtC_3","PF00514","O60684"
"651","P19838","TRG_NLS_MonoExtC_3","PF00514","P52292"
"652","P19838","TRG_NLS_MonoExtC_3","PF00514","O00629"
"653","P19838","TRG_NLS_MonoExtC_3","PF00514","O60684"
"654","P25054","TRG_NLS_MonoExtC_3","PF00514","P52292"
"655","P25054","TRG_NLS_MonoExtC_3","PF00514","O00629"
"656","P25054","TRG_NLS_MonoExtC_3","PF00514","O60684"
"657","Q04206","TRG_NLS_MonoExtC_3","PF00514","P52292"
"658","Q04206","TRG_NLS_MonoExtC_3","PF00514","O00629"
"659","Q04206","TRG_NLS_MonoExtC_3","PF00514","O60684"
"660","P25054","TRG_NLS_MonoExtN_4","PF00514","P52292"
"661","P25054","TRG_NLS_MonoExtN_4","PF00514","O00629"
"662","P25054","TRG_NLS_MonoExtN_4","PF00514","O60684"
"663","P19838","TRG_NLS_MonoExtN_4","PF00514","P52292"
"664","P19838","TRG_NLS_MonoExtN_4","PF00514","O00629"
"665","P19838","TRG_NLS_MonoExtN_4","PF00514","O60684"
"666","P38398","TRG_NLS_MonoExtN_4","PF00514","P52292"
"667","P38398","TRG_NLS_MonoExtN_4","PF00514","O00629"
"668","P38398","TRG_NLS_MonoExtN_4","PF00514","O60684"
"669","P01106","TRG_NLS_MonoExtN_4","PF00514","P52292"
"670","P01106","TRG_NLS_MonoExtN_4","PF00514","O00629"
"671","P01106","TRG_NLS_MonoExtN_4","PF00514","O60684"
"672","P38936","TRG_NLS_Bipartite_1","PF00514","P52292"
"673","P38936","TRG_NLS_Bipartite_1","PF00514","O00629"
"674","P38936","TRG_NLS_Bipartite_1","PF00514","O60684"
"675","P38398","TRG_NLS_MonoCore_2","PF00514","P52292"
"676","P38398","TRG_NLS_MonoCore_2","PF00514","O00629"
"677","P38398","TRG_NLS_MonoCore_2","PF00514","O60684"
"678","P07900","LIG_TPR","PF00515","O43765"
"679","P07900","LIG_TPR","PF00515","Q96EQ0"
"680","P54652","LIG_TPR","PF00515","O43765"
"681","P54652","LIG_TPR","PF00515","Q96EQ0"
"682","P04040","TRG_PTS1","PF00515","O43765"
"683","P04040","TRG_PTS1","PF00515","Q96EQ0"
"684","P22307","TRG_PTS1","PF00515","O43765"
"685","P22307","TRG_PTS1","PF00515","Q96EQ0"
"686","P18206","LIG_EVH1_1","PF00568","P50552"
"687","Q15942","LIG_EVH1_1","PF00568","P50552"
"688","P07550","LIG_PDZ_Class_1","PF00595","Q14160"
"689","P07550","LIG_PDZ_Class_1","PF00595","Q8TBB1"
"690","P07550","LIG_PDZ_Class_1","PF00595","Q12959"
"691","P07550","LIG_PDZ_Class_1","PF00595","O00560"
"692","P07550","LIG_PDZ_Class_1","PF00595","O14745"
"693","P07550","LIG_PDZ_Class_1","PF00595","O14908"
"694","P07550","LIG_PDZ_Class_1","PF00595","Q15599"
"695","Q01814","LIG_PDZ_Class_1","PF00595","Q14160"
"696","Q01814","LIG_PDZ_Class_1","PF00595","Q8TBB1"
"697","Q01814","LIG_PDZ_Class_1","PF00595","Q12959"
"698","Q01814","LIG_PDZ_Class_1","PF00595","O00560"
"699","Q01814","LIG_PDZ_Class_1","PF00595","O14745"
"700","Q01814","LIG_PDZ_Class_1","PF00595","O14908"
"701","Q01814","LIG_PDZ_Class_1","PF00595","Q15599"
"702","P13569","LIG_PDZ_Class_1","PF00595","Q14160"
"703","P13569","LIG_PDZ_Class_1","PF00595","Q8TBB1"
"704","P13569","LIG_PDZ_Class_1","PF00595","Q12959"
"705","P13569","LIG_PDZ_Class_1","PF00595","O00560"
"706","P13569","LIG_PDZ_Class_1","PF00595","O14745"
"707","P13569","LIG_PDZ_Class_1","PF00595","O14908"
"708","P13569","LIG_PDZ_Class_1","PF00595","Q15599"
"709","Q9P0K1","LIG_PDZ_Class_1","PF00595","Q14160"
"710","Q9P0K1","LIG_PDZ_Class_1","PF00595","Q8TBB1"
"711","Q9P0K1","LIG_PDZ_Class_1","PF00595","Q12959"
"712","Q9P0K1","LIG_PDZ_Class_1","PF00595","O00560"
"713","Q9P0K1","LIG_PDZ_Class_1","PF00595","O14745"
"714","Q9P0K1","LIG_PDZ_Class_1","PF00595","O14908"
"715","Q9P0K1","LIG_PDZ_Class_1","PF00595","Q15599"
"716","P09619","LIG_PDZ_Class_1","PF00595","Q14160"
"717","P09619","LIG_PDZ_Class_1","PF00595","Q8TBB1"
"718","P09619","LIG_PDZ_Class_1","PF00595","Q12959"
"719","P09619","LIG_PDZ_Class_1","PF00595","O00560"
"720","P09619","LIG_PDZ_Class_1","PF00595","O14745"
"721","P09619","LIG_PDZ_Class_1","PF00595","O14908"
"722","P09619","LIG_PDZ_Class_1","PF00595","Q15599"
"723","P46937","LIG_PDZ_Class_1","PF00595","Q14160"
"724","P46937","LIG_PDZ_Class_1","PF00595","Q8TBB1"
"725","P46937","LIG_PDZ_Class_1","PF00595","Q12959"
"726","P46937","LIG_PDZ_Class_1","PF00595","O00560"
"727","P46937","LIG_PDZ_Class_1","PF00595","O14745"
"728","P46937","LIG_PDZ_Class_1","PF00595","O14908"
"729","P46937","LIG_PDZ_Class_1","PF00595","Q15599"
"730","Q13136","LIG_PDZ_Class_2","PF00595","Q14160"
"731","Q13136","LIG_PDZ_Class_2","PF00595","Q8TBB1"
"732","Q13136","LIG_PDZ_Class_2","PF00595","Q12959"
"733","Q13136","LIG_PDZ_Class_2","PF00595","O00560"
"734","Q13136","LIG_PDZ_Class_2","PF00595","O14745"
"735","Q13136","LIG_PDZ_Class_2","PF00595","O14908"
"736","Q13136","LIG_PDZ_Class_2","PF00595","Q15599"
"737","P48050","LIG_PDZ_Class_1","PF00595","Q14160"
"738","P48050","LIG_PDZ_Class_1","PF00595","Q8TBB1"
"739","P48050","LIG_PDZ_Class_1","PF00595","Q12959"
"740","P48050","LIG_PDZ_Class_1","PF00595","O00560"
"741","P48050","LIG_PDZ_Class_1","PF00595","O14745"
"742","P48050","LIG_PDZ_Class_1","PF00595","O14908"
"743","P48050","LIG_PDZ_Class_1","PF00595","Q15599"
"744","P35222","LIG_PDZ_Class_1","PF00595","Q14160"
"745","P35222","LIG_PDZ_Class_1","PF00595","Q8TBB1"
"746","P35222","LIG_PDZ_Class_1","PF00595","Q12959"
"747","P35222","LIG_PDZ_Class_1","PF00595","O00560"
"748","P35222","LIG_PDZ_Class_1","PF00595","O14745"
"749","P35222","LIG_PDZ_Class_1","PF00595","O14908"
"750","P35222","LIG_PDZ_Class_1","PF00595","Q15599"
"751","Q86YC2","DEG_Kelch_Keap1_1","PF01344","Q14145"
"752","Q16236","DEG_Kelch_Keap1_1","PF01344","Q14145"
"753","Q5JTC6","DEG_Kelch_Keap1_1","PF01344","Q14145"
"754","O14920","DEG_Kelch_Keap1_1","PF01344","Q14145"
"755","Q14318","LIG_MYND_3","PF01753","Q9GZT9"
"756","O75376","LIG_MYND_2","PF01753","Q9GZT9"
"757","P04637","DEG_MDM2_SWIB_1","PF02201","Q96GM5"
"758","P13010","DOC_PIKK_1","PF02985","P30153"
"759","P27797","LIG_LIR_Gen_1","PF02991","P60520"
"760","Q00610","LIG_LIR_Gen_1","PF02991","P60520"
"761","Q9BQS8","LIG_LIR_Gen_1","PF02991","P60520"
"762","P01106","LIG_SH3_2","PF07653","Q12959"
"763","P01106","LIG_SH3_2","PF14604","Q9BVN2"
"764","P01106","LIG_SH3_2","PF14604","Q07912"
"765","P01106","LIG_SH3_2","PF14604","O94875"
