"","mProtein","Motif","Domain","dProtein"
"444","O15169","DOC_GSK3_Axin_1","PF00069","P51617"
"445","O15169","DOC_GSK3_Axin_1","PF00069","O15111"
"446","P19419","DOC_MAPK_JIP1_4","PF00069","P45984"
"447","P19419","DOC_MAPK_JIP1_4","PF00069","P24941"
"448","P19419","DOC_MAPK_JIP1_4","PF00069","Q99986"
"449","P19419","DOC_MAPK_JIP1_4","PF00069","Q14164"
"450","P19419","DOC_MAPK_JIP1_4","PF00069","P19784"
"451","P19419","DOC_MAPK_JIP1_4","PF00069","P53350"
"452","P19419","DOC_MAPK_JIP1_4","PF00069","P51617"
"453","P19419","DOC_MAPK_JIP1_4","PF00069","O15111"
"454","Q96N67","DOC_MAPK_JIP1_4","PF00069","P45984"
"455","Q96N67","DOC_MAPK_JIP1_4","PF00069","P24941"
"456","Q96N67","DOC_MAPK_JIP1_4","PF00069","Q99986"
"457","Q96N67","DOC_MAPK_JIP1_4","PF00069","Q14164"
"458","Q96N67","DOC_MAPK_JIP1_4","PF00069","P19784"
"459","Q96N67","DOC_MAPK_JIP1_4","PF00069","P53350"
"460","Q96N67","DOC_MAPK_JIP1_4","PF00069","P51617"
"461","Q96N67","DOC_MAPK_JIP1_4","PF00069","O15111"
"462","Q14790","MOD_CDK_SPxxK_3","PF00069","P45984"
"463","Q14790","MOD_CDK_SPxxK_3","PF00069","P24941"
"464","Q14790","MOD_CDK_SPxxK_3","PF00069","Q99986"
"465","Q14790","MOD_CDK_SPxxK_3","PF00069","Q14164"
"466","Q14790","MOD_CDK_SPxxK_3","PF00069","P19784"
"467","Q14790","MOD_CDK_SPxxK_3","PF00069","P53350"
"468","Q14790","MOD_CDK_SPxxK_3","PF00069","P51617"
"469","Q14790","MOD_CDK_SPxxK_3","PF00069","O15111"
"470","Q9UQF2","DOC_MAPK_JIP1_4","PF00069","P45984"
"471","Q9UQF2","DOC_MAPK_JIP1_4","PF00069","P24941"
"472","Q9UQF2","DOC_MAPK_JIP1_4","PF00069","Q99986"
"473","Q9UQF2","DOC_MAPK_JIP1_4","PF00069","Q14164"
"474","Q9UQF2","DOC_MAPK_JIP1_4","PF00069","P19784"
"475","Q9UQF2","DOC_MAPK_JIP1_4","PF00069","P53350"
"476","Q9UQF2","DOC_MAPK_JIP1_4","PF00069","P51617"
"477","Q9UQF2","DOC_MAPK_JIP1_4","PF00069","O15111"
"478","P10276","MOD_PKA_1","PF00069","P45984"
"479","P10276","MOD_PKA_1","PF00069","P24941"
"480","P10276","MOD_PKA_1","PF00069","Q99986"
"481","P10276","MOD_PKA_1","PF00069","Q14164"
"482","P10276","MOD_PKA_1","PF00069","P19784"
"483","P10276","MOD_PKA_1","PF00069","P53350"
"484","P10276","MOD_PKA_1","PF00069","P51617"
"485","P10276","MOD_PKA_1","PF00069","O15111"
"486","Q86UR1","MOD_PKA_1","PF00069","P45984"
"487","Q86UR1","MOD_PKA_1","PF00069","P24941"
"488","Q86UR1","MOD_PKA_1","PF00069","Q99986"
"489","Q86UR1","MOD_PKA_1","PF00069","Q14164"
"490","Q86UR1","MOD_PKA_1","PF00069","P19784"
"491","Q86UR1","MOD_PKA_1","PF00069","P53350"
"492","Q86UR1","MOD_PKA_1","PF00069","P51617"
"493","Q86UR1","MOD_PKA_1","PF00069","O15111"
"494","P10276","MOD_ProDKin_1","PF00069","P45984"
"495","P10276","MOD_ProDKin_1","PF00069","P24941"
"496","P10276","MOD_ProDKin_1","PF00069","Q99986"
"497","P10276","MOD_ProDKin_1","PF00069","Q14164"
"498","P10276","MOD_ProDKin_1","PF00069","P19784"
"499","P10276","MOD_ProDKin_1","PF00069","P53350"
"500","P10276","MOD_ProDKin_1","PF00069","P51617"
"501","P10276","MOD_ProDKin_1","PF00069","O15111"
"502","P05412","DOC_MAPK_gen_1","PF00069","P45984"
"503","P05412","DOC_MAPK_gen_1","PF00069","P24941"
"504","P05412","DOC_MAPK_gen_1","PF00069","Q99986"
"505","P05412","DOC_MAPK_gen_1","PF00069","Q14164"
"506","P05412","DOC_MAPK_gen_1","PF00069","P19784"
"507","P05412","DOC_MAPK_gen_1","PF00069","P53350"
"508","P05412","DOC_MAPK_gen_1","PF00069","P51617"
"509","P05412","DOC_MAPK_gen_1","PF00069","O15111"
"510","O14777","MOD_NEK2_1","PF00069","P45984"
"511","O14777","MOD_NEK2_1","PF00069","P24941"
"512","O14777","MOD_NEK2_1","PF00069","Q99986"
"513","O14777","MOD_NEK2_1","PF00069","Q14164"
"514","O14777","MOD_NEK2_1","PF00069","P19784"
"515","O14777","MOD_NEK2_1","PF00069","P53350"
"516","O14777","MOD_NEK2_1","PF00069","P51617"
"517","O14777","MOD_NEK2_1","PF00069","O15111"
"518","Q9Y2I6","MOD_CDK_SPxxK_3","PF00069","P45984"
"519","Q9Y2I6","MOD_CDK_SPxxK_3","PF00069","P24941"
"520","Q9Y2I6","MOD_CDK_SPxxK_3","PF00069","Q99986"
"521","Q9Y2I6","MOD_CDK_SPxxK_3","PF00069","Q14164"
"522","Q9Y2I6","MOD_CDK_SPxxK_3","PF00069","P19784"
"523","Q9Y2I6","MOD_CDK_SPxxK_3","PF00069","P53350"
"524","Q9Y2I6","MOD_CDK_SPxxK_3","PF00069","P51617"
"525","Q9Y2I6","MOD_CDK_SPxxK_3","PF00069","O15111"
"526","P49815","MOD_PKB_1","PF00069","P45984"
"527","P49815","MOD_PKB_1","PF00069","P24941"
"528","P49815","MOD_PKB_1","PF00069","Q99986"
"529","P49815","MOD_PKB_1","PF00069","Q14164"
"530","P49815","MOD_PKB_1","PF00069","P19784"
"531","P49815","MOD_PKB_1","PF00069","P53350"
"532","P49815","MOD_PKB_1","PF00069","P51617"
"533","P49815","MOD_PKB_1","PF00069","O15111"
"534","P38936","MOD_PKB_1","PF00069","P45984"
"535","P38936","MOD_PKB_1","PF00069","P24941"
"536","P38936","MOD_PKB_1","PF00069","Q99986"
"537","P38936","MOD_PKB_1","PF00069","Q14164"
"538","P38936","MOD_PKB_1","PF00069","P19784"
"539","P38936","MOD_PKB_1","PF00069","P53350"
"540","P38936","MOD_PKB_1","PF00069","P51617"
"541","P38936","MOD_PKB_1","PF00069","O15111"
"542","Q0VD86","MOD_CDK_SPxxK_3","PF00069","P45984"
"543","Q0VD86","MOD_CDK_SPxxK_3","PF00069","P24941"
"544","Q0VD86","MOD_CDK_SPxxK_3","PF00069","Q99986"
"545","Q0VD86","MOD_CDK_SPxxK_3","PF00069","Q14164"
"546","Q0VD86","MOD_CDK_SPxxK_3","PF00069","P19784"
"547","Q0VD86","MOD_CDK_SPxxK_3","PF00069","P53350"
"548","Q0VD86","MOD_CDK_SPxxK_3","PF00069","P51617"
"549","Q0VD86","MOD_CDK_SPxxK_3","PF00069","O15111"
"550","Q9GZV5","MOD_LATS_1","PF00069","P45984"
"551","Q9GZV5","MOD_LATS_1","PF00069","P24941"
"552","Q9GZV5","MOD_LATS_1","PF00069","Q99986"
"553","Q9GZV5","MOD_LATS_1","PF00069","Q14164"
"554","Q9GZV5","MOD_LATS_1","PF00069","P19784"
"555","Q9GZV5","MOD_LATS_1","PF00069","P53350"
"556","Q9GZV5","MOD_LATS_1","PF00069","P51617"
"557","Q9GZV5","MOD_LATS_1","PF00069","O15111"
"558","Q15554","MOD_CDK_SPxxK_3","PF00069","P45984"
"559","Q15554","MOD_CDK_SPxxK_3","PF00069","P24941"
"560","Q15554","MOD_CDK_SPxxK_3","PF00069","Q99986"
"561","Q15554","MOD_CDK_SPxxK_3","PF00069","Q14164"
"562","Q15554","MOD_CDK_SPxxK_3","PF00069","P19784"
"563","Q15554","MOD_CDK_SPxxK_3","PF00069","P53350"
"564","Q15554","MOD_CDK_SPxxK_3","PF00069","P51617"
"565","Q15554","MOD_CDK_SPxxK_3","PF00069","O15111"
"566","P30304","MOD_CDK_SPxxK_3","PF00069","P45984"
"567","P30304","MOD_CDK_SPxxK_3","PF00069","P24941"
"568","P30304","MOD_CDK_SPxxK_3","PF00069","Q99986"
"569","P30304","MOD_CDK_SPxxK_3","PF00069","Q14164"
"570","P30304","MOD_CDK_SPxxK_3","PF00069","P19784"
"571","P30304","MOD_CDK_SPxxK_3","PF00069","P53350"
"572","P30304","MOD_CDK_SPxxK_3","PF00069","P51617"
"573","P30304","MOD_CDK_SPxxK_3","PF00069","O15111"
"574","P26599","MOD_PKA_1","PF00069","P45984"
"575","P26599","MOD_PKA_1","PF00069","P24941"
"576","P26599","MOD_PKA_1","PF00069","Q99986"
"577","P26599","MOD_PKA_1","PF00069","Q14164"
"578","P26599","MOD_PKA_1","PF00069","P19784"
"579","P26599","MOD_PKA_1","PF00069","P53350"
"580","P26599","MOD_PKA_1","PF00069","P51617"
"581","P26599","MOD_PKA_1","PF00069","O15111"
"582","Q16665","MOD_ProDKin_1","PF00069","P45984"
"583","Q16665","MOD_ProDKin_1","PF00069","P24941"
"584","Q16665","MOD_ProDKin_1","PF00069","Q99986"
"585","Q16665","MOD_ProDKin_1","PF00069","Q14164"
"586","Q16665","MOD_ProDKin_1","PF00069","P19784"
"587","Q16665","MOD_ProDKin_1","PF00069","P53350"
"588","Q16665","MOD_ProDKin_1","PF00069","P51617"
"589","Q16665","MOD_ProDKin_1","PF00069","O15111"
"590","P05787","MOD_ProDKin_1","PF00069","P45984"
"591","P05787","MOD_ProDKin_1","PF00069","P24941"
"592","P05787","MOD_ProDKin_1","PF00069","Q99986"
"593","P05787","MOD_ProDKin_1","PF00069","Q14164"
"594","P05787","MOD_ProDKin_1","PF00069","P19784"
"595","P05787","MOD_ProDKin_1","PF00069","P53350"
"596","P05787","MOD_ProDKin_1","PF00069","P51617"
"597","P05787","MOD_ProDKin_1","PF00069","O15111"
"598","P28324","DOC_MAPK_FxFP_2","PF00069","P45984"
"599","P28324","DOC_MAPK_FxFP_2","PF00069","P24941"
"600","P28324","DOC_MAPK_FxFP_2","PF00069","Q99986"
"601","P28324","DOC_MAPK_FxFP_2","PF00069","Q14164"
"602","P28324","DOC_MAPK_FxFP_2","PF00069","P19784"
"603","P28324","DOC_MAPK_FxFP_2","PF00069","P53350"
"604","P28324","DOC_MAPK_FxFP_2","PF00069","P51617"
"605","P28324","DOC_MAPK_FxFP_2","PF00069","O15111"
"606","Q00613","MOD_ProDKin_1","PF00069","P45984"
"607","Q00613","MOD_ProDKin_1","PF00069","P24941"
"608","Q00613","MOD_ProDKin_1","PF00069","Q99986"
"609","Q00613","MOD_ProDKin_1","PF00069","Q14164"
"610","Q00613","MOD_ProDKin_1","PF00069","P19784"
"611","Q00613","MOD_ProDKin_1","PF00069","P53350"
"612","Q00613","MOD_ProDKin_1","PF00069","P51617"
"613","Q00613","MOD_ProDKin_1","PF00069","O15111"
"614","Q07889","MOD_ProDKin_1","PF00069","P45984"
"615","Q07889","MOD_ProDKin_1","PF00069","P24941"
"616","Q07889","MOD_ProDKin_1","PF00069","Q99986"
"617","Q07889","MOD_ProDKin_1","PF00069","Q14164"
"618","Q07889","MOD_ProDKin_1","PF00069","P19784"
"619","Q07889","MOD_ProDKin_1","PF00069","P53350"
"620","Q07889","MOD_ProDKin_1","PF00069","P51617"
"621","Q07889","MOD_ProDKin_1","PF00069","O15111"
"622","Q8IZL8","MOD_CDK_SPK_2","PF00069","P45984"
"623","Q8IZL8","MOD_CDK_SPK_2","PF00069","P24941"
"624","Q8IZL8","MOD_CDK_SPK_2","PF00069","Q99986"
"625","Q8IZL8","MOD_CDK_SPK_2","PF00069","Q14164"
"626","Q8IZL8","MOD_CDK_SPK_2","PF00069","P19784"
"627","Q8IZL8","MOD_CDK_SPK_2","PF00069","P53350"
"628","Q8IZL8","MOD_CDK_SPK_2","PF00069","P51617"
"629","Q8IZL8","MOD_CDK_SPK_2","PF00069","O15111"
"630","Q6PGQ7","MOD_CDK_SPxK_1","PF00069","P45984"
"631","Q6PGQ7","MOD_CDK_SPxK_1","PF00069","P24941"
"632","Q6PGQ7","MOD_CDK_SPxK_1","PF00069","Q99986"
"633","Q6PGQ7","MOD_CDK_SPxK_1","PF00069","Q14164"
"634","Q6PGQ7","MOD_CDK_SPxK_1","PF00069","P19784"
"635","Q6PGQ7","MOD_CDK_SPxK_1","PF00069","P53350"
"636","Q6PGQ7","MOD_CDK_SPxK_1","PF00069","P51617"
"637","Q6PGQ7","MOD_CDK_SPxK_1","PF00069","O15111"
"638","P10275","MOD_CDK_SPK_2","PF00069","P45984"
"639","P10275","MOD_CDK_SPK_2","PF00069","P24941"
"640","P10275","MOD_CDK_SPK_2","PF00069","Q99986"
"641","P10275","MOD_CDK_SPK_2","PF00069","Q14164"
"642","P10275","MOD_CDK_SPK_2","PF00069","P19784"
"643","P10275","MOD_CDK_SPK_2","PF00069","P53350"
"644","P10275","MOD_CDK_SPK_2","PF00069","P51617"
"645","P10275","MOD_CDK_SPK_2","PF00069","O15111"
"646","P05412","MOD_GSK3_1","PF00069","P45984"
"647","P05412","MOD_GSK3_1","PF00069","P24941"
"648","P05412","MOD_GSK3_1","PF00069","Q99986"
"649","P05412","MOD_GSK3_1","PF00069","Q14164"
"650","P05412","MOD_GSK3_1","PF00069","P19784"
"651","P05412","MOD_GSK3_1","PF00069","P53350"
"652","P05412","MOD_GSK3_1","PF00069","P51617"
"653","P05412","MOD_GSK3_1","PF00069","O15111"
"654","Q00987","MOD_PKB_1","PF00069","P45984"
"655","Q00987","MOD_PKB_1","PF00069","P24941"
"656","Q00987","MOD_PKB_1","PF00069","Q99986"
"657","Q00987","MOD_PKB_1","PF00069","Q14164"
"658","Q00987","MOD_PKB_1","PF00069","P19784"
"659","Q00987","MOD_PKB_1","PF00069","P53350"
"660","Q00987","MOD_PKB_1","PF00069","P51617"
"661","Q00987","MOD_PKB_1","PF00069","O15111"
"662","O14746","MOD_PKB_1","PF00069","P45984"
"663","O14746","MOD_PKB_1","PF00069","P24941"
"664","O14746","MOD_PKB_1","PF00069","Q99986"
"665","O14746","MOD_PKB_1","PF00069","Q14164"
"666","O14746","MOD_PKB_1","PF00069","P19784"
"667","O14746","MOD_PKB_1","PF00069","P53350"
"668","O14746","MOD_PKB_1","PF00069","P51617"
"669","O14746","MOD_PKB_1","PF00069","O15111"
"670","P28324","MOD_ProDKin_1","PF00069","P45984"
"671","P28324","MOD_ProDKin_1","PF00069","P24941"
"672","P28324","MOD_ProDKin_1","PF00069","Q99986"
"673","P28324","MOD_ProDKin_1","PF00069","Q14164"
"674","P28324","MOD_ProDKin_1","PF00069","P19784"
"675","P28324","MOD_ProDKin_1","PF00069","P53350"
"676","P28324","MOD_ProDKin_1","PF00069","P51617"
"677","P28324","MOD_ProDKin_1","PF00069","O15111"
"678","P01106","MOD_ProDKin_1","PF00069","P45984"
"679","P01106","MOD_ProDKin_1","PF00069","P24941"
"680","P01106","MOD_ProDKin_1","PF00069","Q99986"
"681","P01106","MOD_ProDKin_1","PF00069","Q14164"
"682","P01106","MOD_ProDKin_1","PF00069","P19784"
"683","P01106","MOD_ProDKin_1","PF00069","P53350"
"684","P01106","MOD_ProDKin_1","PF00069","P51617"
"685","P01106","MOD_ProDKin_1","PF00069","O15111"
"686","P28562","DOC_MAPK_gen_1","PF00069","P45984"
"687","P28562","DOC_MAPK_gen_1","PF00069","P24941"
"688","P28562","DOC_MAPK_gen_1","PF00069","Q99986"
"689","P28562","DOC_MAPK_gen_1","PF00069","Q14164"
"690","P28562","DOC_MAPK_gen_1","PF00069","P19784"
"691","P28562","DOC_MAPK_gen_1","PF00069","P53350"
"692","P28562","DOC_MAPK_gen_1","PF00069","P51617"
"693","P28562","DOC_MAPK_gen_1","PF00069","O15111"
"694","Q9UBK2","DOC_MAPK_JIP1_4","PF00069","P45984"
"695","Q9UBK2","DOC_MAPK_JIP1_4","PF00069","P24941"
"696","Q9UBK2","DOC_MAPK_JIP1_4","PF00069","Q99986"
"697","Q9UBK2","DOC_MAPK_JIP1_4","PF00069","Q14164"
"698","Q9UBK2","DOC_MAPK_JIP1_4","PF00069","P19784"
"699","Q9UBK2","DOC_MAPK_JIP1_4","PF00069","P53350"
"700","Q9UBK2","DOC_MAPK_JIP1_4","PF00069","P51617"
"701","Q9UBK2","DOC_MAPK_JIP1_4","PF00069","O15111"
"702","Q63HK5","DOC_MAPK_MEF2A_6","PF00069","P45984"
"703","Q63HK5","DOC_MAPK_MEF2A_6","PF00069","P24941"
"704","Q63HK5","DOC_MAPK_MEF2A_6","PF00069","Q99986"
"705","Q63HK5","DOC_MAPK_MEF2A_6","PF00069","Q14164"
"706","Q63HK5","DOC_MAPK_MEF2A_6","PF00069","P19784"
"707","Q63HK5","DOC_MAPK_MEF2A_6","PF00069","P53350"
"708","Q63HK5","DOC_MAPK_MEF2A_6","PF00069","P51617"
"709","Q63HK5","DOC_MAPK_MEF2A_6","PF00069","O15111"
"710","P28324","DOC_MAPK_gen_1","PF00069","P45984"
"711","P28324","DOC_MAPK_gen_1","PF00069","P24941"
"712","P28324","DOC_MAPK_gen_1","PF00069","Q99986"
"713","P28324","DOC_MAPK_gen_1","PF00069","Q14164"
"714","P28324","DOC_MAPK_gen_1","PF00069","P19784"
"715","P28324","DOC_MAPK_gen_1","PF00069","P53350"
"716","P28324","DOC_MAPK_gen_1","PF00069","P51617"
"717","P28324","DOC_MAPK_gen_1","PF00069","O15111"
"718","P35568","DOC_MAPK_JIP1_4","PF00069","P45984"
"719","P35568","DOC_MAPK_JIP1_4","PF00069","P24941"
"720","P35568","DOC_MAPK_JIP1_4","PF00069","Q99986"
"721","P35568","DOC_MAPK_JIP1_4","PF00069","Q14164"
"722","P35568","DOC_MAPK_JIP1_4","PF00069","P19784"
"723","P35568","DOC_MAPK_JIP1_4","PF00069","P53350"
"724","P35568","DOC_MAPK_JIP1_4","PF00069","P51617"
"725","P35568","DOC_MAPK_JIP1_4","PF00069","O15111"
"726","Q05513","DOC_AGCK_PIF_2","PF00069","P45984"
"727","Q05513","DOC_AGCK_PIF_2","PF00069","P24941"
"728","Q05513","DOC_AGCK_PIF_2","PF00069","Q99986"
"729","Q05513","DOC_AGCK_PIF_2","PF00069","Q14164"
"730","Q05513","DOC_AGCK_PIF_2","PF00069","P19784"
"731","Q05513","DOC_AGCK_PIF_2","PF00069","P53350"
"732","Q05513","DOC_AGCK_PIF_2","PF00069","P51617"
"733","Q05513","DOC_AGCK_PIF_2","PF00069","O15111"
"734","P15311","MOD_CDK_SPK_2","PF00069","P45984"
"735","P15311","MOD_CDK_SPK_2","PF00069","P24941"
"736","P15311","MOD_CDK_SPK_2","PF00069","Q99986"
"737","P15311","MOD_CDK_SPK_2","PF00069","Q14164"
"738","P15311","MOD_CDK_SPK_2","PF00069","P19784"
"739","P15311","MOD_CDK_SPK_2","PF00069","P53350"
"740","P15311","MOD_CDK_SPK_2","PF00069","P51617"
"741","P15311","MOD_CDK_SPK_2","PF00069","O15111"
"742","Q15256","DOC_MAPK_HePTP_8","PF00069","P45984"
"743","Q15256","DOC_MAPK_HePTP_8","PF00069","P24941"
"744","Q15256","DOC_MAPK_HePTP_8","PF00069","Q99986"
"745","Q15256","DOC_MAPK_HePTP_8","PF00069","Q14164"
"746","Q15256","DOC_MAPK_HePTP_8","PF00069","P19784"
"747","Q15256","DOC_MAPK_HePTP_8","PF00069","P53350"
"748","Q15256","DOC_MAPK_HePTP_8","PF00069","P51617"
"749","Q15256","DOC_MAPK_HePTP_8","PF00069","O15111"
"750","Q96KQ4","MOD_LATS_1","PF00069","P45984"
"751","Q96KQ4","MOD_LATS_1","PF00069","P24941"
"752","Q96KQ4","MOD_LATS_1","PF00069","Q99986"
"753","Q96KQ4","MOD_LATS_1","PF00069","Q14164"
"754","Q96KQ4","MOD_LATS_1","PF00069","P19784"
"755","Q96KQ4","MOD_LATS_1","PF00069","P53350"
"756","Q96KQ4","MOD_LATS_1","PF00069","P51617"
"757","Q96KQ4","MOD_LATS_1","PF00069","O15111"
"758","P84022","MOD_GSK3_1","PF00069","P45984"
"759","P84022","MOD_GSK3_1","PF00069","P24941"
"760","P84022","MOD_GSK3_1","PF00069","Q99986"
"761","P84022","MOD_GSK3_1","PF00069","Q14164"
"762","P84022","MOD_GSK3_1","PF00069","P19784"
"763","P84022","MOD_GSK3_1","PF00069","P53350"
"764","P84022","MOD_GSK3_1","PF00069","P51617"
"765","P84022","MOD_GSK3_1","PF00069","O15111"
"766","P38398","MOD_PKB_1","PF00069","P45984"
"767","P38398","MOD_PKB_1","PF00069","P24941"
"768","P38398","MOD_PKB_1","PF00069","Q99986"
"769","P38398","MOD_PKB_1","PF00069","Q14164"
"770","P38398","MOD_PKB_1","PF00069","P19784"
"771","P38398","MOD_PKB_1","PF00069","P53350"
"772","P38398","MOD_PKB_1","PF00069","P51617"
"773","P38398","MOD_PKB_1","PF00069","O15111"
"774","Q5JR12","DOC_MAPK_JIP1_4","PF00069","P45984"
"775","Q5JR12","DOC_MAPK_JIP1_4","PF00069","P24941"
"776","Q5JR12","DOC_MAPK_JIP1_4","PF00069","Q99986"
"777","Q5JR12","DOC_MAPK_JIP1_4","PF00069","Q14164"
"778","Q5JR12","DOC_MAPK_JIP1_4","PF00069","P19784"
"779","Q5JR12","DOC_MAPK_JIP1_4","PF00069","P53350"
"780","Q5JR12","DOC_MAPK_JIP1_4","PF00069","P51617"
"781","Q5JR12","DOC_MAPK_JIP1_4","PF00069","O15111"
"782","Q9ULG1","DOC_MAPK_MEF2A_6","PF00069","P45984"
"783","Q9ULG1","DOC_MAPK_MEF2A_6","PF00069","P24941"
"784","Q9ULG1","DOC_MAPK_MEF2A_6","PF00069","Q99986"
"785","Q9ULG1","DOC_MAPK_MEF2A_6","PF00069","Q14164"
"786","Q9ULG1","DOC_MAPK_MEF2A_6","PF00069","P19784"
"787","Q9ULG1","DOC_MAPK_MEF2A_6","PF00069","P53350"
"788","Q9ULG1","DOC_MAPK_MEF2A_6","PF00069","P51617"
"789","Q9ULG1","DOC_MAPK_MEF2A_6","PF00069","O15111"
"790","Q6VAB6","DOC_MAPK_MEF2A_6","PF00069","P45984"
"791","Q6VAB6","DOC_MAPK_MEF2A_6","PF00069","P24941"
"792","Q6VAB6","DOC_MAPK_MEF2A_6","PF00069","Q99986"
"793","Q6VAB6","DOC_MAPK_MEF2A_6","PF00069","Q14164"
"794","Q6VAB6","DOC_MAPK_MEF2A_6","PF00069","P19784"
"795","Q6VAB6","DOC_MAPK_MEF2A_6","PF00069","P53350"
"796","Q6VAB6","DOC_MAPK_MEF2A_6","PF00069","P51617"
"797","Q6VAB6","DOC_MAPK_MEF2A_6","PF00069","O15111"
"798","Q63HK5","DOC_MAPK_NFAT4_5","PF00069","P45984"
"799","Q63HK5","DOC_MAPK_NFAT4_5","PF00069","P24941"
"800","Q63HK5","DOC_MAPK_NFAT4_5","PF00069","Q99986"
"801","Q63HK5","DOC_MAPK_NFAT4_5","PF00069","Q14164"
"802","Q63HK5","DOC_MAPK_NFAT4_5","PF00069","P19784"
"803","Q63HK5","DOC_MAPK_NFAT4_5","PF00069","P53350"
"804","Q63HK5","DOC_MAPK_NFAT4_5","PF00069","P51617"
"805","Q63HK5","DOC_MAPK_NFAT4_5","PF00069","O15111"
"806","P41743","DOC_AGCK_PIF_2","PF00069","P45984"
"807","P41743","DOC_AGCK_PIF_2","PF00069","P24941"
"808","P41743","DOC_AGCK_PIF_2","PF00069","Q99986"
"809","P41743","DOC_AGCK_PIF_2","PF00069","Q14164"
"810","P41743","DOC_AGCK_PIF_2","PF00069","P19784"
"811","P41743","DOC_AGCK_PIF_2","PF00069","P53350"
"812","P41743","DOC_AGCK_PIF_2","PF00069","P51617"
"813","P41743","DOC_AGCK_PIF_2","PF00069","O15111"
"814","Q15398","MOD_CDK_SPK_2","PF00069","P45984"
"815","Q15398","MOD_CDK_SPK_2","PF00069","P24941"
"816","Q15398","MOD_CDK_SPK_2","PF00069","Q99986"
"817","Q15398","MOD_CDK_SPK_2","PF00069","Q14164"
"818","Q15398","MOD_CDK_SPK_2","PF00069","P19784"
"819","Q15398","MOD_CDK_SPK_2","PF00069","P53350"
"820","Q15398","MOD_CDK_SPK_2","PF00069","P51617"
"821","Q15398","MOD_CDK_SPK_2","PF00069","O15111"
"822","P19419","DOC_MAPK_gen_1","PF00069","P45984"
"823","P19419","DOC_MAPK_gen_1","PF00069","P24941"
"824","P19419","DOC_MAPK_gen_1","PF00069","Q99986"
"825","P19419","DOC_MAPK_gen_1","PF00069","Q14164"
"826","P19419","DOC_MAPK_gen_1","PF00069","P19784"
"827","P19419","DOC_MAPK_gen_1","PF00069","P53350"
"828","P19419","DOC_MAPK_gen_1","PF00069","P51617"
"829","P19419","DOC_MAPK_gen_1","PF00069","O15111"
"830","P04049","MOD_PKB_1","PF00069","P45984"
"831","P04049","MOD_PKB_1","PF00069","P24941"
"832","P04049","MOD_PKB_1","PF00069","Q99986"
"833","P04049","MOD_PKB_1","PF00069","Q14164"
"834","P04049","MOD_PKB_1","PF00069","P19784"
"835","P04049","MOD_PKB_1","PF00069","P53350"
"836","P04049","MOD_PKB_1","PF00069","P51617"
"837","P04049","MOD_PKB_1","PF00069","O15111"
"838","Q92731","MOD_GSK3_1","PF00069","P45984"
"839","Q92731","MOD_GSK3_1","PF00069","P24941"
"840","Q92731","MOD_GSK3_1","PF00069","Q99986"
"841","Q92731","MOD_GSK3_1","PF00069","Q14164"
"842","Q92731","MOD_GSK3_1","PF00069","P19784"
"843","Q92731","MOD_GSK3_1","PF00069","P53350"
"844","Q92731","MOD_GSK3_1","PF00069","P51617"
"845","Q92731","MOD_GSK3_1","PF00069","O15111"
"846","P22736","MOD_PKB_1","PF00069","P45984"
"847","P22736","MOD_PKB_1","PF00069","P24941"
"848","P22736","MOD_PKB_1","PF00069","Q99986"
"849","P22736","MOD_PKB_1","PF00069","Q14164"
"850","P22736","MOD_PKB_1","PF00069","P19784"
"851","P22736","MOD_PKB_1","PF00069","P53350"
"852","P22736","MOD_PKB_1","PF00069","P51617"
"853","P22736","MOD_PKB_1","PF00069","O15111"
"854","P18887","MOD_CK2_1","PF00069","P45984"
"855","P18887","MOD_CK2_1","PF00069","P24941"
"856","P18887","MOD_CK2_1","PF00069","Q99986"
"857","P18887","MOD_CK2_1","PF00069","Q14164"
"858","P18887","MOD_CK2_1","PF00069","P19784"
"859","P18887","MOD_CK2_1","PF00069","P53350"
"860","P18887","MOD_CK2_1","PF00069","P51617"
"861","P18887","MOD_CK2_1","PF00069","O15111"
"862","P01106","MOD_GSK3_1","PF00069","P45984"
"863","P01106","MOD_GSK3_1","PF00069","P24941"
"864","P01106","MOD_GSK3_1","PF00069","Q99986"
"865","P01106","MOD_GSK3_1","PF00069","Q14164"
"866","P01106","MOD_GSK3_1","PF00069","P19784"
"867","P01106","MOD_GSK3_1","PF00069","P53350"
"868","P01106","MOD_GSK3_1","PF00069","P51617"
"869","P01106","MOD_GSK3_1","PF00069","O15111"
"870","P46527","MOD_PKB_1","PF00069","P45984"
"871","P46527","MOD_PKB_1","PF00069","P24941"
"872","P46527","MOD_PKB_1","PF00069","Q99986"
"873","P46527","MOD_PKB_1","PF00069","Q14164"
"874","P46527","MOD_PKB_1","PF00069","P19784"
"875","P46527","MOD_PKB_1","PF00069","P53350"
"876","P46527","MOD_PKB_1","PF00069","P51617"
"877","P46527","MOD_PKB_1","PF00069","O15111"
"878","P04637","MOD_GSK3_1","PF00069","P45984"
"879","P04637","MOD_GSK3_1","PF00069","P24941"
"880","P04637","MOD_GSK3_1","PF00069","Q99986"
"881","P04637","MOD_GSK3_1","PF00069","Q14164"
"882","P04637","MOD_GSK3_1","PF00069","P19784"
"883","P04637","MOD_GSK3_1","PF00069","P53350"
"884","P04637","MOD_GSK3_1","PF00069","P51617"
"885","P04637","MOD_GSK3_1","PF00069","O15111"
